"","treated","age","education","black","hispanic","married","nodegree","re74","re78","re75"
"488",0,20,13,0,1,0,0,9404.4807,8275.2688,0
"489",0,24,17,0,0,1,0,9404.4807,22904.762,5370.9677
"490",0,23,12,0,0,1,0,9404.4807,11821.813,9130.6452
"491",0,34,12,0,0,1,0,9404.4807,23475.164,9166.4516
"492",0,35,12,0,0,1,0,9404.4807,11821.813,9313.2581
"493",0,23,12,0,0,0,0,9404.4807,16846.083,11834.032
"494",0,21,14,1,0,0,0,9420.1548,9900.768,5370.9677
"495",0,21,12,0,1,1,0,9496.5662,10512.547,8772.5806
"496",0,26,12,0,0,1,0,9561.222,13299.539,0
"497",0,23,13,0,0,1,0,9698.3707,23643.625,8593.5484
"498",0,27,12,0,1,1,0,9698.3707,14038.402,11279.032
"499",0,50,12,0,1,1,0,9788.4969,13299.539,9846.7742
"500",0,27,12,1,0,1,0,9796.334,11821.813,0
"501",0,25,12,0,0,1,0,9796.334,25121.352,2685.4839
"502",0,21,12,1,0,1,0,9796.334,14777.266,4296.7742
"503",0,21,13,0,0,1,0,9796.334,28787.591,8593.5484
"504",0,33,12,1,0,0,0,9796.334,0,8951.6129
"505",0,19,12,0,0,1,0,9796.334,20688.172,9846.7742
"506",0,20,12,0,0,1,0,9796.334,29258.986,10204.839
"507",0,22,12,1,0,1,0,9796.334,11162.747,10741.935
"508",0,32,12,0,0,1,0,9796.334,11821.813,11458.065
"509",0,24,13,0,0,1,0,9796.334,11526.267,11458.065
"510",0,29,12,1,0,1,0,9796.334,19210.445,12532.258
"511",0,23,12,1,0,1,0,9796.334,11821.813,12532.258
"512",0,26,14,0,0,1,0,9796.334,20688.172,13427.419
"513",0,20,12,0,0,1,0,9796.334,10713.518,13427.419
"514",0,27,12,1,0,1,0,9796.334,11821.813,14322.581
"515",0,24,12,1,0,1,0,9796.334,33987.711,14322.581
"516",0,24,17,0,0,0,0,9796.334,36943.164,16112.903
"517",0,21,13,0,0,0,0,9796.334,20688.172,16112.903
"518",0,25,12,1,0,1,0,9796.334,6649.7696,21483.871
"519",0,30,12,1,0,1,0,9796.334,29554.531,25064.516
"520",0,26,12,1,0,0,0,9913.89,15619.57,10741.935
"521",0,22,12,0,0,0,0,9951.1161,14777.266,14322.581
"522",0,47,12,0,0,1,0,9968.7495,11283.92,10523.516
"523",0,22,12,0,0,0,0,9992.2607,19949.309,15754.839
"524",0,31,12,1,0,1,0,10188.187,9605.2227,8951.6129
"525",0,35,12,0,0,1,0,10188.187,11821.813,9309.6774
"526",0,49,12,0,0,1,0,10231.291,6537.4624,11082.097
"527",0,25,13,1,0,0,0,10246.965,12486.79,15396.774
"528",0,23,12,0,0,1,0,10290.069,9221.0138,10562.903
"529",0,25,17,0,0,1,0,10384.114,49429.954,22004.855
"530",0,23,16,0,0,1,0,10384.114,11821.813,26854.839
"531",0,34,17,0,0,0,0,10580.041,5910.9063,7161.2903
"532",0,21,12,0,0,1,0,10580.041,12117.358,8056.4516
"533",0,27,12,1,0,0,0,10623.145,8866.3594,3222.5806
"534",0,23,12,0,0,1,0,10775.967,11821.813,5370.9677
"535",0,23,12,0,0,1,0,10775.967,16993.856,7161.2903
"536",0,32,17,0,0,0,0,10775.967,0,7161.2903
"537",0,27,12,1,0,1,0,10775.967,7536.4055,8951.6129
"538",0,24,12,1,0,0,0,10775.967,8275.2688,9309.6774
"539",0,34,12,0,0,1,0,10775.967,14186.175,11637.097
"540",0,29,12,0,0,1,0,10775.967,25860.215,12532.258
"541",0,28,14,0,0,1,0,10775.967,0,13427.419
"542",0,18,12,0,0,0,0,10775.967,21427.035,14322.581
"543",0,20,12,1,0,0,0,10775.967,29554.531,16372.5
"544",0,25,13,0,0,1,0,10775.967,18966.621,16739.516
"545",0,23,12,1,0,1,0,10775.967,29391.982,20481.29
"546",0,26,17,0,0,1,0,10775.967,35465.438,29182.258
"547",0,24,12,0,0,0,0,10873.931,20132.547,15754.839
"548",0,23,12,0,0,1,0,10971.894,31032.258,10204.839
"549",0,23,16,0,0,0,0,10971.894,20924.608,18798.387
"550",0,26,12,1,0,1,0,11167.821,8866.3594,1074.1935
"551",0,46,12,0,0,1,0,11167.821,17732.719,7161.2903
"552",0,23,12,1,0,1,0,11167.821,14777.266,7812.9677
"553",0,41,12,0,0,1,0,11167.821,12412.903,10741.935
"554",0,19,12,0,0,1,0,11201.128,24338.157,14143.548
"555",0,29,12,0,0,1,0,11259.906,26599.078,9041.129
"556",0,24,12,1,0,0,0,11285.377,10344.086,13069.355
"557",0,23,12,1,0,0,0,11328.481,29216.132,2685.4839
"558",0,22,12,0,0,1,0,11363.747,13299.539,4654.8387
"559",0,21,12,0,0,0,0,11363.747,13299.539,9667.7419
"560",0,27,12,0,0,1,0,11363.747,4137.6344,12532.258
"561",0,37,12,0,0,1,0,11430.363,8866.3594,11372.129
"562",0,44,12,0,0,1,0,11559.674,27781.26,7340.3226
"563",0,38,16,0,0,1,0,11559.674,17732.719,7877.4194
"564",0,34,12,0,0,1,0,11755.601,11821.813,0
"565",0,49,12,0,0,0,0,11755.601,0,0
"566",0,23,12,0,0,1,0,11755.601,17732.719,0
"567",0,28,14,1,0,1,0,11755.601,25874.992,0
"568",0,43,12,0,0,1,0,11755.601,295.54531,0
"569",0,28,16,0,0,0,0,11755.601,0,6445.1613
"570",0,29,12,1,0,1,0,11755.601,20688.172,9846.7742
"571",0,53,12,0,0,1,0,11755.601,5172.043,9893.3226
"572",0,21,12,0,0,1,0,11755.601,12560.676,10204.839
"573",0,24,13,1,0,1,0,11755.601,31097.278,10741.935
"574",0,21,12,0,0,1,0,11755.601,6649.7696,10741.935
"575",0,24,12,0,0,1,0,11755.601,13742.857,11074.935
"576",0,21,12,0,0,0,0,11755.601,10048.541,11637.097
"577",0,23,14,0,0,1,0,11755.601,25121.352,11637.097
"578",0,28,12,0,0,1,0,11755.601,0,12532.258
"579",0,28,12,0,0,1,0,11755.601,0,12532.258
"580",0,25,17,0,0,1,0,11755.601,28963.441,12621.774
"581",0,23,13,0,0,1,0,11755.601,16254.992,13427.419
"582",0,30,12,0,0,1,0,11755.601,26599.078,13635.097
"583",0,23,12,0,0,1,0,11755.601,14186.175,13785.484
"584",0,26,12,0,0,1,0,11755.601,20688.172,14322.581
"585",0,21,12,1,0,1,0,11755.601,16254.992,14322.581
"586",0,26,12,0,0,1,0,11755.601,17732.719,14322.581
"587",0,25,12,1,0,1,0,11755.601,21427.035,14322.581
"588",0,22,12,0,0,1,0,11755.601,18102.151,14465.806
"589",0,28,16,0,0,1,0,11755.601,20688.172,15217.742
"590",0,22,13,1,0,1,0,11755.601,0,15217.742
"591",0,24,16,0,0,1,0,11755.601,31032.258,16112.903
"592",0,27,15,1,0,0,0,11755.601,18442.028,16744.887
"593",0,19,12,0,0,0,0,11755.601,16254.992,19335.484
"594",0,38,14,0,0,1,0,11755.601,0,19693.548
"595",0,38,14,0,0,0,0,11755.601,7388.6329,21483.871
"596",0,45,12,0,0,1,0,11771.275,16822.439,11270.081
"597",0,26,12,1,0,1,0,11775.193,16342.178,14150.71
"598",0,31,16,0,0,1,0,11784.99,5390.7465,9846.7742
"599",0,25,13,1,0,1,0,11931.935,12656.728,13824.871
"600",0,25,14,0,0,1,0,11973.079,14777.266,14322.581
"601",0,22,12,0,0,1,0,12051.45,13151.767,16025.177
"602",0,36,12,0,0,1,0,12147.454,13299.539,13964.516
"603",0,27,12,0,0,1,0,12147.454,20142.891,14322.581
"604",0,33,12,0,0,1,0,12147.454,24382.488,16112.903
"605",0,27,12,0,0,1,0,12147.454,26599.078,23274.194
"606",0,30,12,1,0,1,0,12225.825,18962.187,10741.935
"607",0,46,12,0,0,1,0,12343.381,11230.722,11637.097
"608",0,23,14,0,0,1,0,12343.381,14186.175,12532.258
"609",0,25,16,0,0,1,0,12343.381,21427.035,13606.452
"610",0,27,14,0,0,1,0,12419.792,25178.983,16829.032
"611",0,49,16,0,0,1,0,12504.041,12560.676,12353.226
"612",0,22,12,0,0,1,0,12539.308,14369.413,12532.258
"613",0,28,16,0,0,1,0,12572.615,23495.853,21483.871
"614",0,24,12,1,0,1,0,12658.823,19210.445,19693.548
"615",0,37,17,1,0,1,0,12735.234,4236.6421,1306.9355
"616",0,22,13,0,0,0,0,12735.234,17732.719,12532.258
"617",0,23,17,0,0,0,0,12735.234,28076.805,14322.581
"618",0,23,12,1,0,0,0,12735.234,20688.172,14322.581
"619",0,26,12,0,0,1,0,12735.234,14925.038,14322.581
"620",0,22,12,0,0,0,0,12735.234,21131.49,16112.903
"621",0,31,14,0,0,1,0,12735.234,29850.077,17724.194
"622",0,31,14,0,0,1,0,12735.234,29850.077,17724.194
"623",0,54,12,0,0,1,0,12735.234,19343.441,17894.274
"624",0,25,16,1,0,1,0,12735.234,10521.413,18261.29
"625",0,28,12,1,0,1,0,12735.234,17732.719,19693.548
"626",0,19,13,0,0,1,0,12735.234,28815.668,19693.548
"627",0,26,17,0,0,1,0,12735.234,26599.078,25064.516
"628",0,28,12,0,0,1,0,12813.605,16254.992,7161.2903
"629",0,20,12,0,0,1,0,12931.161,14777.266,2363.2258
"630",0,26,12,0,0,1,0,12931.161,22165.899,11100
"631",0,25,17,0,0,1,0,12935.079,36943.164,22379.032
"632",0,24,12,0,0,1,0,13029.124,41571.404,13964.516
"633",0,22,12,0,0,1,0,13127.088,13595.084,8951.6129
"634",0,27,17,0,0,1,0,13127.088,29554.531,10741.935
"635",0,26,12,0,0,1,0,13127.088,12687.76,12174.194
"636",0,27,12,1,0,1,0,13127.088,11526.267,12353.226
"637",0,19,12,0,0,1,0,13127.088,24382.488,12532.258
"638",0,29,17,0,0,1,0,13127.088,0,19693.548
"639",0,20,12,0,0,1,0,13244.644,17289.401,8772.5806
"640",0,25,12,0,0,1,0,13291.666,14777.266,14202.629
"641",0,29,16,0,0,1,0,13323.014,17732.719,5370.9677
"642",0,23,14,0,0,0,0,13323.014,14777.266,12174.194
"643",0,28,12,0,0,1,0,13323.014,10935.177,12532.258
"644",0,30,14,0,0,1,0,13323.014,14777.266,14322.581
"645",0,26,16,1,0,1,0,13323.014,19934.531,19693.548
"646",0,24,12,0,1,1,0,13493.47,21035.438,16470.968
"647",0,22,12,1,0,1,0,13518.941,12560.676,13427.419
"648",0,27,12,0,0,1,0,13597.312,13246.341,15833.613
"649",0,22,12,1,0,1,0,13665.886,13299.539,17903.226
"650",0,42,13,0,0,1,0,13701.153,33987.711,0
"651",0,22,12,1,0,1,0,13714.868,664.97696,0
"652",0,47,12,0,0,1,0,13714.868,12560.676,0
"653",0,26,12,0,0,1,0,13714.868,22904.762,716.12903
"654",0,21,12,0,0,1,0,13714.868,14038.402,3222.5806
"655",0,25,16,0,0,0,0,13714.868,0,6042.3387
"656",0,25,12,1,0,1,0,13714.868,17732.719,8235.4839
"657",0,23,12,0,0,0,0,13714.868,15959.447,10741.935
"658",0,33,12,1,0,0,0,13714.868,9605.2227,11100
"659",0,55,16,1,0,1,0,13714.868,23531.318,11995.161
"660",0,47,12,1,0,1,0,13714.868,14777.266,12433.79
"661",0,20,12,1,0,1,0,13714.868,8866.3594,12532.258
"662",0,26,12,1,0,1,0,13714.868,11821.813,12532.258
"663",0,31,12,0,0,1,0,13714.868,14777.266,12532.258
"664",0,30,12,0,0,1,0,13714.868,2563.8556,12532.258
"665",0,21,12,1,0,0,0,13714.868,11651.874,13339.694
"666",0,28,17,0,0,1,0,13714.868,6827.0968,13427.419
"667",0,24,12,0,0,1,0,13714.868,17732.719,13427.419
"668",0,28,12,0,0,1,0,13714.868,19210.445,13606.452
"669",0,23,12,0,0,0,0,13714.868,22165.899,14322.581
"670",0,35,12,0,0,0,0,13714.868,26599.078,15038.71
"671",0,27,14,0,0,1,0,13714.868,13447.312,15217.742
"672",0,23,12,0,0,1,0,13714.868,24205.161,15754.839
"673",0,24,12,1,0,1,0,13714.868,16254.992,16112.903
"674",0,24,12,0,0,1,0,13714.868,16254.992,16112.903
"675",0,39,12,1,0,1,0,13714.868,14629.493,17008.065
"676",0,33,12,0,0,1,0,13714.868,26081.874,18082.258
"677",0,45,14,0,0,1,0,13714.868,30145.622,19102.742
"678",0,45,14,0,0,1,0,13714.868,30145.622,19102.742
"679",0,27,12,1,0,1,0,13714.868,25860.215,19425
"680",0,45,17,0,0,1,0,13714.868,6649.7696,23095.161
"681",0,23,16,0,0,0,0,13714.868,31623.349,25601.613
"682",0,26,17,0,0,1,0,13714.868,29554.531,29540.323
"683",0,27,14,1,0,0,0,13812.831,20688.172,17036.71
"684",0,21,14,0,0,1,0,13832.424,591.09063,8777.9516
"685",0,20,12,0,0,1,0,13902.957,19653.763,14322.581
"686",0,29,12,0,0,1,0,13910.794,19210.445,7161.2903
"687",0,22,12,0,1,1,0,13910.794,16218.049,8611.4516
"688",0,24,12,0,0,0,0,13910.794,19210.445,13427.419
"689",0,27,12,0,0,1,0,13910.794,15072.811,14859.677
"690",0,23,12,0,0,1,0,14063.617,14777.266,11100
"691",0,24,16,0,0,1,0,14067.536,37829.8,24706.452
"692",0,23,16,0,0,0,0,14106.721,2955.4531,6266.129
"693",0,33,14,0,0,1,0,14106.721,17732.719,14322.581
"694",0,21,12,0,0,0,0,14106.721,22165.899,17903.226
"695",0,23,12,0,0,1,0,14106.721,0,23453.226
"696",0,20,12,1,0,1,0,14322.24,14777.266,17903.226
"697",0,24,12,0,0,1,0,14373.181,7388.6329,19693.548
"698",0,29,12,1,0,1,0,14392.774,14777.266,15396.774
"699",0,34,12,0,0,1,0,14498.574,10048.541,14322.581
"700",0,44,12,0,0,1,0,14498.574,14579.25,14424.629
"701",0,23,12,0,0,1,0,14498.574,19210.445,19335.484
"702",0,26,14,1,0,1,0,14506.411,21678.249,17187.097
"703",0,51,12,0,0,1,0,14533.841,17732.719,19245.968
"704",0,41,12,0,0,1,0,14684.705,26599.078,23274.194
"705",0,37,13,0,0,1,0,14694.501,17732.719,8951.6129
"706",0,26,16,0,0,1,0,14694.501,20688.172,11637.097
"707",0,24,12,1,0,1,0,14694.501,11821.813,11816.129
"708",0,22,14,1,0,1,0,14694.501,21397.481,12532.258
"709",0,27,12,1,0,1,0,14694.501,14079.779,13427.419
"710",0,23,13,0,0,1,0,14694.501,20688.172,14322.581
"711",0,27,12,0,0,1,0,14694.501,19210.445,14322.581
"712",0,28,12,1,0,1,0,14694.501,19210.445,14859.677
"713",0,21,12,0,0,1,0,14694.501,23643.625,15217.742
"714",0,28,12,0,0,1,0,14694.501,0,15933.871
"715",0,22,13,0,0,1,0,14694.501,0,16112.903
"716",0,20,12,0,0,1,0,14694.501,26599.078,16112.903
"717",0,24,16,0,0,1,0,14694.501,27337.942,16470.968
"718",0,22,12,0,0,1,0,14694.501,21870.353,16829.032
"719",0,27,12,0,1,1,0,14694.501,37829.8,16829.032
"720",0,35,12,1,0,1,0,14694.501,21279.263,17187.097
"721",0,23,16,0,0,1,0,14694.501,29554.531,19693.548
"722",0,22,16,0,0,1,0,14694.501,2955.4531,19693.548
"723",0,23,16,0,0,1,0,14694.501,25121.352,23274.194
"724",0,20,12,0,0,1,0,14694.501,31032.258,26854.839
"725",0,22,12,1,0,1,0,14790.505,14038.402,14680.645
"726",0,24,12,0,0,1,0,14890.428,27963.02,719.70968
"727",0,26,12,0,0,1,0,14890.428,0,10741.935
"728",0,42,12,1,0,1,0,14988.391,0,11185.935
"729",0,28,15,0,0,1,0,15082.436,13986.682,18619.355
"730",0,24,13,0,0,1,0,15282.281,32509.985,14322.581
"731",0,50,12,0,0,1,0,15282.281,13151.767,14322.581
"732",0,50,12,0,0,1,0,15282.281,13151.767,14322.581
"733",0,28,13,0,0,1,0,15282.281,14038.402,14322.581
"734",0,25,12,0,0,1,0,15282.281,25121.352,16112.903
"735",0,31,12,1,0,0,0,15282.281,14777.266,17903.226
"736",0,32,16,1,0,1,0,15282.281,28076.805,19693.548
"737",0,22,12,0,0,1,0,15282.281,21870.353,19693.548
"738",0,22,13,1,0,1,0,15403.756,18660.731,14320.79
"739",0,26,12,1,0,1,0,15411.593,11082.949,8951.6129
"740",0,22,12,0,0,1,0,15478.208,14186.175,8951.6129
"741",0,29,12,0,0,0,0,15478.208,12615.352,14370.919
"742",0,53,17,0,0,1,0,15478.208,15663.902,16399.355
"743",0,25,12,0,0,1,0,15478.208,31327.803,17724.194
"744",0,26,12,1,0,1,0,15478.208,19949.309,18175.355
"745",0,24,16,0,0,0,0,15587.927,19210.445,19505.565
"746",0,27,17,0,0,0,0,15674.134,41376.344,0
"747",0,46,12,0,0,1,0,15674.134,20688.172,734.03226
"748",0,25,12,1,0,1,0,15674.134,10512.547,3738.1935
"749",0,21,13,0,0,0,0,15674.134,1733.3733,4946.6613
"750",0,37,12,0,0,1,0,15674.134,28076.805,8951.6129
"751",0,37,12,0,0,1,0,15674.134,28076.805,8951.6129
"752",0,28,15,1,0,1,0,15674.134,31032.258,9452.9032
"753",0,22,12,0,0,0,0,15674.134,28963.441,10741.935
"754",0,22,12,0,0,0,0,15674.134,20688.172,11637.097
"755",0,27,12,0,0,1,0,15674.134,19210.445,12532.258
"756",0,21,13,1,0,1,0,15674.134,25121.352,12532.258
"757",0,49,16,0,0,1,0,15674.134,17732.719,12890.323
"758",0,26,12,0,0,1,0,15674.134,0,13427.419
"759",0,33,14,0,0,1,0,15674.134,13890.63,13427.419
"760",0,28,15,0,0,1,0,15674.134,15959.447,13785.484
"761",0,29,17,0,0,1,0,15674.134,25860.215,14143.548
"762",0,54,16,1,0,1,0,15674.134,11821.813,14322.581
"763",0,25,14,0,1,1,0,15674.134,20702.949,14322.581
"764",0,32,12,0,0,1,0,15674.134,13299.539,14322.581
"765",0,40,12,0,0,1,0,15674.134,16254.992,14322.581
"766",0,40,12,0,0,1,0,15674.134,16254.992,14322.581
"767",0,27,16,0,0,1,0,15674.134,22165.899,14322.581
"768",0,24,12,0,0,1,0,15674.134,17732.719,14680.645
"769",0,43,12,0,0,1,0,15674.134,13831.521,14680.645
"770",0,25,16,0,0,1,0,15674.134,19062.673,15217.742
"771",0,26,12,1,0,1,0,15674.134,15516.129,15217.742
"772",0,34,12,1,0,1,0,15674.134,17732.719,15754.839
"773",0,21,13,0,0,1,0,15674.134,25121.352,15933.871
"774",0,21,12,1,0,1,0,15674.134,11821.813,16112.903
"775",0,23,12,1,0,1,0,15674.134,19210.445,16202.419
"776",0,26,12,0,0,1,0,15674.134,35022.12,16470.968
"777",0,28,14,0,0,1,0,15674.134,16254.992,16757.419
"778",0,26,17,0,0,1,0,15674.134,19210.445,16829.032
"779",0,20,14,0,0,0,0,15674.134,26599.078,17008.065
"780",0,26,12,1,0,1,0,15674.134,20688.172,17983.79
"781",0,21,12,1,0,1,0,15674.134,19210.445,19693.548
"782",0,41,12,0,0,1,0,15674.134,32509.985,19693.548
"783",0,28,16,0,0,1,0,15674.134,28815.668,19693.548
"784",0,23,16,0,0,0,0,15674.134,26599.078,21483.871
"785",0,22,12,0,0,1,0,15674.134,31771.121,22916.129
"786",0,27,14,0,1,0,0,15674.134,27337.942,23274.194
"787",0,26,16,0,0,1,0,15674.134,29554.531,23274.194
"788",0,54,12,0,0,1,0,15674.134,0,25064.516
"789",0,54,12,0,0,1,0,15674.134,0,25064.516
"790",0,54,12,1,0,0,0,15674.134,20688.172,25064.516
"791",0,37,16,0,0,0,0,15674.134,29258.986,26854.839
"792",0,32,13,0,0,1,0,15674.134,22018.126,30435.484
"793",0,29,12,0,0,1,0,15678.053,10196.313,17487.871
"794",0,22,13,0,0,1,0,15870.061,35465.438,15826.452
"795",0,23,12,1,0,1,0,15870.061,27781.26,30435.484
"796",0,36,12,0,0,1,0,15873.98,17444.562,12727.403
"797",0,21,13,0,0,1,0,15960.187,14777.266,21483.871
"798",0,21,12,0,0,1,0,15987.617,14481.72,16291.935
"799",0,26,12,1,0,1,0,15987.617,19505.991,17903.226
"800",0,28,12,1,0,1,0,15987.617,13299.539,19693.548
"801",0,43,12,0,0,1,0,15989.576,14777.266,14322.581
"802",0,27,12,1,0,1,0,16011.128,20460.602,16112.903
"803",0,36,17,0,0,0,0,16015.047,29584.086,30793.548
"804",0,23,12,0,0,1,0,16065.988,25564.67,4833.871
"805",0,31,12,0,0,1,0,16065.988,17732.719,15038.71
"806",0,25,14,0,0,1,0,16065.988,18471.582,15217.742
"807",0,35,12,1,0,1,0,16065.988,19210.445,16086.048
"808",0,23,16,0,0,1,0,16065.988,20688.172,16829.032
"809",0,21,12,0,0,1,0,16065.988,28815.668,20588.71
"810",0,22,12,0,0,0,0,16230.566,2955.4531,9846.7742
"811",0,36,12,1,0,1,0,16261.914,22165.899,21304.839
"812",0,21,12,0,0,1,0,16306.978,11969.585,18529.839
"813",0,28,12,0,0,1,0,16393.185,0,13298.516
"814",0,24,12,0,1,1,0,16457.841,21870.353,8951.6129
"815",0,30,12,0,0,0,0,16457.841,15146.697,14680.645
"816",0,44,12,0,0,1,0,16457.841,17289.401,16112.903
"817",0,30,12,0,0,1,0,16457.841,19949.309,16650
"818",0,34,12,0,0,1,0,16457.841,20688.172,16829.032
"819",0,26,16,0,0,1,0,16457.841,40637.481,21483.871
"820",0,23,16,0,0,1,0,16457.841,18471.582,21483.871
"821",0,20,12,0,0,0,0,16497.026,19653.763,19604.032
"822",0,26,13,0,0,0,0,16653.768,8866.3594,3580.6452
"823",0,21,12,1,0,1,0,16653.768,7388.6329,9846.7742
"824",0,25,12,0,0,1,0,16653.768,17732.719,12181.355
"825",0,23,15,0,0,1,0,16653.768,16993.856,13427.419
"826",0,25,12,1,0,0,0,16653.768,22904.762,14859.677
"827",0,28,16,0,0,1,0,16653.768,17437.174,15396.774
"828",0,38,14,0,0,1,0,16653.768,19505.991,16112.903
"829",0,29,17,0,0,1,0,16653.768,17732.719,16112.903
"830",0,24,17,0,0,1,0,16653.768,20688.172,16650
"831",0,25,16,1,0,1,0,16653.768,21870.353,17008.065
"832",0,55,12,0,0,1,0,16653.768,16254.992,17545.161
"833",0,30,14,0,0,1,0,16653.768,0,17545.161
"834",0,21,12,0,0,0,0,16653.768,19210.445,17903.226
"835",0,26,12,0,0,1,0,16653.768,17732.719,17903.226
"836",0,34,12,0,0,1,0,16653.768,16254.992,19532.419
"837",0,22,12,0,0,1,0,16653.768,26007.988,19693.548
"838",0,22,16,0,0,0,0,16653.768,37682.028,22737.097
"839",0,27,15,0,0,0,0,16653.768,23643.625,23274.194
"840",0,26,12,0,0,0,0,16653.768,2955.4531,23274.194
"841",0,26,16,0,0,1,0,16653.768,29554.531,24706.452
"842",0,24,14,1,0,1,0,16653.768,40637.481,28466.129
"843",0,26,14,1,0,0,0,16667.483,28815.668,21483.871
"844",0,23,12,1,0,1,0,16708.627,7565.9601,10491.29
"845",0,28,14,0,0,0,0,16849.695,1921.0445,12174.194
"846",0,21,12,0,0,1,0,16849.695,0,15396.774
"847",0,30,12,0,0,1,0,16849.695,18978.442,17366.129
"848",0,24,12,0,0,1,0,16849.695,25121.352,18619.355
"849",0,51,12,0,0,1,0,16849.695,17732.719,19693.548
"850",0,21,14,0,0,0,0,16849.695,35465.438,19693.548
"851",0,22,14,1,0,1,0,16849.695,24086.943,21125.806
"852",0,24,12,0,0,1,0,16884.961,23080.611,9311.4677
"853",0,23,15,0,0,1,0,16955.495,25514.427,20844.726
"854",0,26,14,0,0,1,0,17045.621,38716.436,25064.516
"855",0,45,12,0,0,1,0,17104.399,18176.037,16381.452
"856",0,46,13,0,0,1,0,17241.548,14777.266,15754.839
"857",0,29,12,0,0,1,0,17241.548,33544.393,19686.387
"858",0,26,14,0,0,1,0,17241.548,24530.261,20588.71
"859",0,27,16,0,0,1,0,17241.548,22165.899,24885.484
"860",0,26,14,0,0,1,0,17437.475,14771.355,7161.2903
"861",0,20,15,0,0,1,0,17437.475,18471.582,8056.4516
"862",0,23,12,0,0,1,0,17437.475,21427.035,12532.258
"863",0,30,16,0,0,1,0,17437.475,15516.129,17867.419
"864",0,24,12,0,0,1,0,17437.475,16254.992,22379.032
"865",0,23,12,0,0,1,0,17633.401,23643.625,0
"866",0,34,12,0,0,1,0,17633.401,0,0
"867",0,24,12,0,1,1,0,17633.401,22165.899,4848.1935
"868",0,43,12,1,0,1,0,17633.401,21858.531,10741.935
"869",0,28,14,1,0,1,0,17633.401,16254.992,12532.258
"870",0,20,12,0,0,1,0,17633.401,28815.668,15217.742
"871",0,23,12,1,0,1,0,17633.401,15516.129,15217.742
"872",0,27,14,1,0,1,0,17633.401,26599.078,16112.903
"873",0,53,12,0,0,1,0,17633.401,19210.445,16112.903
"874",0,28,16,0,0,1,0,17633.401,22165.899,16112.903
"875",0,26,12,0,0,1,0,17633.401,25121.352,16112.903
"876",0,25,15,0,0,1,0,17633.401,18619.355,16112.903
"877",0,29,14,0,0,1,0,17633.401,19699.573,17187.097
"878",0,26,12,1,0,1,0,17633.401,23643.625,17416.258
"879",0,55,16,0,0,1,0,17633.401,22165.899,17903.226
"880",0,22,12,0,1,1,0,17633.401,14777.266,17903.226
"881",0,33,12,0,0,1,0,17633.401,15811.674,17903.226
"882",0,34,14,0,1,1,0,17633.401,8866.3594,17903.226
"883",0,24,12,0,0,1,0,17633.401,19949.309,18440.323
"884",0,24,12,0,0,1,0,17633.401,32509.985,18750.048
"885",0,26,12,1,0,1,0,17633.401,18471.582,18798.387
"886",0,45,12,0,0,1,0,17633.401,19949.309,18798.387
"887",0,22,12,0,0,1,0,17633.401,23643.625,19693.548
"888",0,55,14,0,0,1,0,17633.401,2068.8172,19693.548
"889",0,24,12,0,0,1,0,17633.401,11526.267,19693.548
"890",0,23,12,0,0,1,0,17633.401,4433.1797,21546.532
"891",0,24,13,1,0,0,0,17633.401,22165.899,25064.516
"892",0,31,13,0,0,1,0,17633.401,23643.625,25064.516
"893",0,43,12,0,0,1,0,17633.401,28076.805,26854.839
"894",0,43,12,0,0,1,0,17633.401,28076.805,26854.839
"895",0,23,12,1,0,1,0,17672.587,12294.685,14322.581
"896",0,22,12,0,0,1,0,17703.935,20688.172,12532.258
"897",0,30,12,1,0,1,0,17760.754,19210.445,17366.129
"898",0,28,12,0,0,0,0,17829.328,16240.215,5012.9032
"899",0,28,12,0,0,1,0,17829.328,20688.172,11100
"900",0,21,12,0,0,0,0,17829.328,26599.078,12945.823
"901",0,28,13,0,0,1,0,17876.35,22452.578,15396.774
"902",0,25,14,0,0,1,0,17939.047,9974.6544,14322.581
"903",0,54,12,0,0,1,0,18025.255,23643.625,18798.387
"904",0,26,16,0,0,1,0,18025.255,20983.717,19872.581
"905",0,26,16,0,0,1,0,18025.255,28076.805,23274.194
"906",0,49,13,0,0,1,0,18221.181,17732.719,17903.226
"907",0,21,13,1,0,0,0,18221.181,21870.353,21125.806
"908",0,26,16,0,0,1,0,18221.181,18471.582,22379.032
"909",0,30,12,1,0,1,0,18338.737,22165.899,25422.581
"910",0,21,13,0,0,1,0,18417.108,27337.942,8951.6129
"911",0,33,12,0,0,1,0,18417.108,20688.172,12890.323
"912",0,33,12,0,0,1,0,18417.108,20688.172,14412.097
"913",0,40,12,0,0,1,0,18417.108,17289.401,17545.161
"914",0,27,16,0,0,1,0,18417.108,25860.215,18798.387
"915",0,21,12,0,0,1,0,18417.108,28224.578,19693.548
"916",0,31,12,0,0,1,0,18593.442,16254.992,14814.919
"917",0,27,14,1,0,1,0,18613.035,13299.539,0
"918",0,47,17,0,0,1,0,18613.035,35465.438,10025.806
"919",0,32,12,1,0,1,0,18613.035,17732.719,16112.903
"920",0,28,12,1,0,0,0,18613.035,19949.309,17008.065
"921",0,35,14,0,0,1,0,18613.035,22424.501,19693.548
"922",0,26,14,0,0,1,0,18613.035,28076.805,19693.548
"923",0,37,12,0,0,1,0,18613.035,23052.535,21483.871
