internet,male,age,age2,log_expense,Edu_years,caucasian,employed,tvcable,bussines,studying,children,numpeople,single,strat2,strat3,strat4,strat5,strat6
0,0,45,2025,5.653904529,12,0,1,1,0,1,2,4,0,0,1,0,0,0
1,0,78,6084,5.808055159,6,0,0,1,0,0,0,4,0,0,1,0,0,0
0,0,56,3136,5.471582874,12,1,1,0,0,0,0,2,0,0,1,0,0,0
0,1,50,2500,6.164730076,17,0,1,1,0,0,0,5,1,0,1,0,0,0
0,0,29,841,5.808055159,6,0,1,1,0,1,3,5,0,0,1,0,0,0
0,0,26,676,6.164730076,12,0,1,1,0,0,0,2,1,0,1,0,0,0
0,0,38,1444,6.05936959,6,0,1,1,0,0,1,3,0,0,1,0,0,0
0,1,65,4225,5.941586593,0,0,0,1,0,0,0,7,1,0,1,0,0,0
0,1,45,2025,5.941586593,0,0,0,0,0,1,3,8,0,0,1,0,0,0
1,0,50,2500,6.05936959,6,1,1,1,1,0,0,2,0,0,1,0,0,0
0,0,49,2401,5.471582874,6,0,1,1,0,0,1,6,0,0,1,0,0,0
0,0,61,3721,5.170477859,6,0,1,1,0,0,0,3,0,0,1,0,0,0
0,0,46,2116,6.570195177,12,0,1,0,0,1,0,4,1,0,1,0,0,0
0,1,57,3249,5.653904529,0,0,1,1,0,1,1,3,0,0,1,0,0,0
0,0,52,2704,5.653904529,0,1,1,0,0,1,4,10,0,0,1,0,0,0
1,0,72,5184,6.164730076,0,0,1,1,0,1,0,6,0,1,0,0,0,0
1,0,44,1936,5.653904529,0,0,1,1,0,1,1,5,0,1,0,0,0,0
0,1,77,5929,6.164730076,6,0,0,1,0,0,0,2,1,0,1,0,0,0
0,0,48,2304,5.653904529,12,0,1,1,0,1,2,4,0,0,0,1,0,0
0,0,76,5776,5.941586593,6,0,1,0,0,0,0,2,0,0,1,0,0,0
1,0,48,2304,5.808055159,12,0,1,1,0,1,1,4,0,1,0,0,0,0
0,1,69,4761,4.778435694,0,0,1,0,0,0,0,2,0,1,0,0,0,0
0,0,38,1444,5.653904529,6,0,1,0,0,1,2,4,0,1,0,0,0,0
0,0,59,3481,6.347051692,17,0,1,0,0,1,2,5,0,1,0,0,0,0
0,1,57,3249,6.05936959,6,0,1,0,0,1,4,6,1,1,0,0,0,0
0,1,40,1600,5.653904529,6,0,0,0,0,1,1,2,1,1,0,0,0,0
0,1,28,784,5.808055159,6,0,1,1,0,1,2,3,1,1,0,0,0,0
0,1,46,2116,4.960757349,0,0,1,0,0,1,3,4,1,1,0,0,0,0
0,0,50,2500,5.941586593,6,0,1,1,0,1,1,4,0,1,0,0,0,0
0,0,70,4900,5.62000296,6,0,0,1,0,1,1,4,0,1,0,0,0,0
0,1,74,5476,4.960757349,0,0,0,0,0,1,1,6,1,1,0,0,0,0
0,0,39,1521,5.366222387,12,0,1,0,0,1,2,4,0,1,0,0,0,0
0,0,42,1764,6.164730076,12,0,1,1,1,1,3,5,0,1,0,0,0,0
0,1,38,1444,5.653904529,12,0,1,1,0,1,2,3,1,1,0,0,0,0
0,1,38,1444,5.248439386,12,0,1,1,0,1,3,4,1,1,0,0,0,0
0,1,57,3249,5.808055159,6,0,0,0,0,0,0,5,1,0,1,0,0,0
0,0,58,3364,5.653904529,0,0,0,0,0,0,0,3,0,1,0,0,0,0
1,0,42,1764,5.808055159,12,0,1,1,1,1,1,5,0,0,1,0,0,0
0,0,49,2401,5.471582874,6,0,1,0,0,1,1,3,0,1,0,0,0,0
0,0,37,1369,5.471582874,6,0,1,0,0,1,1,3,0,0,1,0,0,0
0,0,52,2704,5.471582874,6,0,1,0,0,1,0,3,0,0,1,0,0,0
1,0,43,1849,5.653904529,12,0,1,1,0,1,2,4,0,1,0,0,0,0
1,1,50,2500,5.653904529,0,0,0,1,0,0,0,3,0,0,1,0,0,0
0,0,34,1156,5.941586593,12,0,1,1,0,1,2,5,0,1,0,0,0,0
0,0,54,2916,3.756784497,6,0,1,0,0,0,0,2,1,1,0,0,0,0
0,0,44,1936,4.960757349,0,0,1,0,0,1,1,4,0,1,0,0,0,0
0,1,44,1936,5.653904529,6,0,0,1,0,1,1,6,0,1,0,0,0,0
0,0,41,1681,5.529851816,6,0,1,0,0,1,2,4,0,1,0,0,0,0
0,0,59,3481,5.471582874,0,0,0,1,0,0,0,2,0,1,0,0,0,0
1,1,43,1849,5.653904529,12,0,0,1,0,1,2,4,1,0,1,0,0,0
0,1,39,1521,4.332148588,12,1,1,1,0,1,1,3,1,1,0,0,0,0
0,0,52,2704,5.471582874,6,0,1,0,0,0,0,2,0,1,0,0,0,0
0,0,50,2500,5.471582874,12,0,1,0,1,0,0,1,1,1,0,0,0,0
0,1,50,2500,4.960757349,6,0,1,0,0,1,1,3,1,1,0,0,0,0
0,0,45,2025,5.471582874,6,0,1,1,0,1,0,5,0,1,0,0,0,0
1,1,57,3249,6.347051692,12,1,0,1,0,1,2,5,1,0,1,0,0,0
0,1,38,1444,5.248439386,12,1,1,0,0,1,2,3,1,1,0,0,0,0
0,1,51,2601,6.164730076,6,0,1,0,0,1,2,6,1,0,0,0,0,0
0,1,73,5329,5.330019356,0,0,0,0,1,0,0,2,1,1,0,0,0,0
0,0,67,4489,6.164730076,6,0,1,0,0,0,0,2,0,1,0,0,0,0
0,0,46,2116,4.778435694,12,1,1,0,0,1,2,4,0,0,0,0,0,0
0,1,75,5625,5.471582874,6,0,0,0,0,1,0,8,1,0,0,0,0,0
0,0,53,2809,5.114907978,0,0,1,0,0,0,0,4,0,0,0,0,0,0
0,0,41,1681,5.941586593,6,0,1,0,0,1,3,5,0,0,0,0,0,0
0,1,31,961,5.330019356,12,0,1,0,0,1,3,4,1,0,0,0,0,0
0,0,47,2209,4.650602337,6,0,1,0,0,1,1,7,0,0,0,0,0,0
1,0,25,625,5.27313196,12,0,1,1,0,0,0,2,0,0,0,0,0,0
0,1,43,1849,4.778435694,6,0,0,0,0,1,3,5,1,0,0,0,0,0
0,0,73,5329,5.248439386,12,0,0,1,0,1,1,4,1,0,1,0,0,0
0,1,38,1444,5.248439386,6,0,1,0,0,1,2,3,1,1,0,0,0,0
1,1,49,2401,6.570195177,6,0,0,1,0,1,1,5,1,0,0,1,0,0
0,0,46,2116,6.05936959,17,0,1,1,0,0,0,2,0,0,0,1,0,0
0,0,42,1764,5.248439386,12,0,0,1,0,1,3,5,0,0,0,1,0,0
1,1,50,2500,6.113436796,6,0,0,1,0,1,0,4,1,0,1,0,0,0
0,1,33,1089,5.114907978,6,0,1,1,0,1,2,4,1,0,0,0,0,0
0,0,41,1681,4.778435694,6,0,1,0,0,1,2,6,0,1,0,0,0,0
1,0,44,1936,6.570195177,17,0,1,0,0,1,2,4,0,1,0,0,0,0
0,1,48,2304,5.366222387,12,0,0,0,0,1,1,4,1,1,0,0,0,0
0,1,52,2704,5.653904529,6,0,0,1,0,1,1,4,1,1,0,0,0,0
0,0,33,1089,5.653904529,6,0,1,0,0,1,1,3,0,1,0,0,0,0
0,0,50,2500,5.653904529,6,0,1,1,0,1,0,4,0,1,0,0,0,0
0,1,38,1444,5.197146119,15,0,0,0,0,1,0,3,1,1,0,0,0,0
0,1,37,1369,5.248439386,0,0,0,1,0,1,2,4,0,1,0,0,0,0
1,1,40,1600,5.653904529,12,0,0,1,0,1,2,4,0,0,1,0,0,0
0,1,54,2916,5.248439386,6,0,0,0,0,1,2,5,0,1,0,0,0,0
0,1,55,3025,5.114907978,6,1,0,0,1,0,0,2,1,1,0,0,0,0
0,0,42,1764,5.248439386,17,0,1,1,0,0,0,3,0,1,0,0,0,0
0,1,40,1600,4.778435694,12,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,57,3249,5.366222387,0,0,1,1,0,0,0,3,0,1,0,0,0,0
0,1,35,1225,5.566893069,12,0,1,0,0,1,2,4,1,1,0,0,0,0
0,0,36,1296,5.87704801,12,0,1,0,0,0,1,3,0,1,0,0,0,0
0,1,26,676,5.114907978,15,0,1,0,0,0,1,2,1,1,0,0,0,0
0,0,66,4356,4.555292226,6,0,0,0,0,0,0,2,0,1,0,0,0,0
0,0,28,784,5.808055159,12,0,1,1,0,0,1,3,0,1,0,0,0,0
1,0,67,4489,5.471582874,6,0,0,0,0,1,2,4,1,1,0,0,0,0
0,1,67,4489,5.471582874,6,0,0,1,0,1,0,3,0,1,0,0,0,0
0,1,49,2401,5.366222387,12,0,1,1,1,0,0,2,0,1,0,0,0,0
0,0,52,2704,5.248439386,6,0,1,0,0,0,0,3,1,0,1,0,0,0
0,0,56,3136,6.347051692,0,0,1,1,0,1,2,6,0,0,1,0,0,0
0,0,64,4096,6.164730076,6,0,1,0,0,1,1,5,0,0,1,0,0,0
0,0,79,6241,5.73394721,6,1,1,1,0,0,0,3,0,0,1,0,0,0
0,1,69,4761,5.471582874,6,1,0,0,0,1,0,3,1,0,1,0,0,0
0,1,52,2704,5.366222387,17,0,1,0,0,1,0,5,1,0,1,0,0,0
1,0,47,2209,6.752516771,12,0,1,1,1,1,2,5,0,0,1,0,0,0
0,0,45,2025,4.555292226,0,0,1,0,0,1,1,4,0,0,0,0,0,0
0,1,62,3844,5.248439386,0,0,0,1,0,0,0,3,1,1,0,0,0,0
1,1,53,2809,5.941586593,17,0,1,1,0,1,0,2,1,0,1,0,0,0
0,0,27,729,5.653904529,12,0,1,1,0,0,1,4,0,0,1,0,0,0
0,0,50,2500,5.653904529,12,0,1,1,0,1,1,3,0,1,0,0,0,0
0,1,47,2209,6.05936959,15,0,1,1,0,1,2,4,0,0,1,0,0,0
0,0,39,1521,5.114907978,6,0,1,0,1,1,4,6,0,1,0,0,0,0
0,1,62,3844,5.471582874,6,0,0,1,0,0,1,5,1,1,0,0,0,0
0,0,51,2601,5.248439386,12,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,60,3600,4.778435694,0,0,1,0,0,1,2,6,1,0,0,0,0,0
0,0,53,2809,4.778435694,6,0,1,0,0,1,1,4,0,0,0,0,0,0
0,0,52,2704,4.778435694,6,0,1,0,0,1,4,8,0,0,0,0,0,0
0,0,31,961,4.737613762,6,0,1,0,0,1,2,4,0,0,0,0,0,0
0,1,42,1764,5.248439386,0,0,1,1,0,1,3,4,1,1,0,0,0,0
0,0,38,1444,5.941586593,6,0,1,1,1,1,2,7,0,0,1,0,0,0
0,1,29,841,5.248439386,12,0,1,1,1,1,1,3,1,0,1,0,0,0
1,0,35,1225,6.05936959,12,1,1,1,0,1,1,3,0,0,1,0,0,0
0,1,36,1296,5.653904529,12,1,0,1,0,0,2,3,1,0,1,0,0,0
0,1,50,2500,5.056067445,6,0,0,0,0,0,0,2,1,1,0,0,0,0
0,0,82,6724,3.862145046,6,0,0,1,0,0,0,3,0,1,0,0,0,0
1,0,38,1444,7.263342371,12,0,1,1,0,1,4,7,0,1,0,0,0,0
0,0,54,2916,4.960757349,12,0,1,1,0,0,0,1,1,1,0,0,0,0
1,0,30,900,6.260040231,12,0,1,1,1,1,1,4,0,1,0,0,0,0
0,0,43,1849,5.091785573,0,0,1,1,1,1,2,4,0,1,0,0,0,0
0,0,29,841,6.164730076,12,0,1,1,0,0,2,4,0,0,1,0,0,0
1,0,32,1024,5.566893069,15,0,1,1,0,1,2,4,0,0,1,0,0,0
0,0,62,3844,5.653904529,6,0,0,0,0,0,0,6,1,0,1,0,0,0
0,1,45,2025,5.197146119,6,0,0,0,0,1,2,4,1,0,1,0,0,0
0,0,66,4356,3.862145046,12,1,0,1,0,0,0,2,0,0,1,0,0,0
0,0,32,1024,6.164730076,6,0,1,1,0,0,1,4,0,0,0,1,0,0
0,1,41,1681,5.320760035,0,0,0,0,0,1,1,4,0,1,0,0,0,0
0,0,43,1849,5.653904529,6,1,1,0,0,1,2,7,0,1,0,0,0,0
0,0,75,5625,5.941586593,0,0,0,0,0,0,0,3,0,1,0,0,0,0
0,1,67,4489,5.653904529,6,0,0,1,0,1,4,8,1,1,0,0,0,0
0,0,33,1089,5.653904529,6,0,1,0,0,1,3,10,0,1,0,0,0,0
0,1,47,2209,5.248439386,12,0,0,0,0,1,0,2,1,1,0,0,0,0
0,0,70,4900,5.471582874,0,0,1,0,0,1,1,3,0,1,0,0,0,0
0,0,55,3025,4.332148588,0,0,1,0,0,0,2,3,0,1,0,0,0,0
0,1,68,4624,5.114907978,6,0,0,1,0,1,0,2,1,1,0,0,0,0
1,1,52,2704,4.960757349,6,0,0,1,1,0,0,3,0,1,0,0,0,0
0,1,30,900,5.114907978,12,0,1,0,0,1,2,5,1,1,0,0,0,0
0,1,25,625,4.960757349,12,0,1,0,0,1,1,4,1,0,0,0,0,0
0,0,31,961,5.248439386,6,0,1,0,0,1,2,4,0,1,0,0,0,0
0,0,40,1600,5.197146119,6,0,1,0,0,1,2,4,0,1,0,0,0,0
0,0,27,729,5.529851816,12,0,1,1,0,0,1,3,0,1,0,0,0,0
0,0,36,1296,4.960757349,12,0,0,0,0,1,2,4,0,1,0,0,0,0
0,0,35,1225,4.392773245,6,0,1,0,0,0,0,1,1,0,0,0,0,0
0,0,48,2304,5.73394721,6,0,0,0,0,0,0,4,1,1,0,0,0,0
0,0,82,6724,5.248439386,6,0,0,0,0,1,3,7,1,0,0,0,0,0
0,0,23,529,5.114907978,6,0,1,0,0,1,0,5,1,0,0,0,0,0
1,1,65,4225,3.862145046,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1,0,66,4356,5.808055159,6,0,0,0,0,0,0,3,0,0,0,0,1,0
1,1,74,5476,6.330244512,12,0,0,1,0,0,0,2,1,0,0,0,1,0
0,0,42,1764,5.653904529,12,0,1,0,0,0,1,4,0,1,0,0,0,0
0,0,49,2401,4.960757349,6,0,1,1,0,1,2,4,0,0,0,0,0,0
0,0,35,1225,5.248439386,0,0,1,1,0,1,4,8,0,1,0,0,0,0
0,0,37,1369,5.471582874,12,0,1,1,0,0,2,4,0,1,0,0,0,0
0,0,43,1849,5.653904529,0,0,1,1,0,0,2,5,0,1,0,0,0,0
0,0,50,2500,4.960757349,6,0,1,1,0,1,2,6,0,0,1,0,0,0
0,0,27,729,5.366222387,12,0,1,1,0,0,1,4,0,0,1,0,0,0
0,0,66,4356,5.471582874,0,0,0,0,0,1,2,7,0,1,0,0,0,0
0,0,65,4225,4.555292226,6,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,31,961,5.941586593,15,0,1,1,0,1,3,5,0,0,1,0,0,0
0,0,78,6084,5.941586593,6,0,0,1,0,0,0,3,0,0,1,0,0,0
0,1,57,3249,5.653904529,6,0,0,1,0,0,0,1,1,0,1,0,0,0
0,0,37,1369,5.653904529,12,0,1,0,0,0,1,3,0,0,1,0,0,0
1,1,76,5776,5.653904529,12,0,0,1,0,0,0,3,1,0,1,0,0,0
0,0,34,1156,5.808055159,12,0,1,1,0,1,1,5,0,1,0,0,0,0
1,0,49,2401,6.113436796,15,0,1,1,1,1,0,3,1,0,1,0,0,0
0,1,57,3249,5.62000296,6,0,1,0,1,1,1,2,1,0,1,0,0,0
1,0,42,1764,5.941586593,6,0,1,1,0,0,0,2,0,0,1,0,0,0
1,0,48,2304,6.164730076,17,0,1,1,0,1,2,4,0,0,1,0,0,0
0,1,70,4900,5.653904529,12,0,0,1,0,0,1,4,1,0,1,0,0,0
1,1,43,1849,4.960757349,15,0,1,1,0,0,2,3,1,0,1,0,0,0
0,0,43,1849,5.248439386,15,0,1,1,0,1,1,4,0,0,1,0,0,0
0,0,53,2809,6.05936959,12,0,1,1,0,1,1,7,0,0,1,0,0,0
0,1,64,4096,5.808055159,12,0,0,1,0,0,0,1,1,0,1,0,0,0
1,1,24,576,5.471582874,12,0,0,1,0,0,1,2,0,0,1,0,0,0
0,0,55,3025,5.653904529,6,0,1,1,0,1,3,10,0,0,1,0,0,0
0,1,57,3249,5.808055159,6,0,0,1,0,0,0,1,1,0,1,0,0,0
0,1,41,1681,5.248439386,15,0,1,0,0,1,3,5,1,0,1,0,0,0
1,0,37,1369,5.941586593,0,1,1,1,0,1,1,4,0,0,1,0,0,0
0,1,35,1225,5.114907978,6,0,0,0,0,0,0,2,1,0,1,0,0,0
0,0,77,5929,5.808055159,0,0,0,0,0,0,0,3,0,0,1,0,0,0
1,0,45,2025,5.808055159,12,0,1,1,0,1,0,6,1,0,1,0,0,0
0,0,38,1444,6.05936959,0,0,1,1,0,1,1,3,0,0,1,0,0,0
0,0,28,784,5.637097331,12,0,1,1,0,0,1,3,0,0,1,0,0,0
0,1,73,5329,5.248439386,0,0,1,1,1,0,0,2,1,1,0,0,0,0
0,0,42,1764,5.366222387,0,0,1,1,0,1,3,5,0,1,0,0,0,0
1,0,53,2809,3.639001421,6,0,1,1,0,1,2,4,0,0,1,0,0,0
0,1,44,1936,5.248439386,6,1,1,1,0,1,2,3,1,1,0,0,0,0
0,0,36,1296,5.366222387,6,0,1,0,0,1,1,3,0,1,0,0,0,0
0,1,58,3364,5.366222387,6,0,0,1,0,1,2,5,1,1,0,0,0,0
0,0,28,784,6.113436796,15,0,1,1,0,1,1,3,0,0,1,0,0,0
0,0,29,841,5.471582874,12,0,1,1,0,0,0,3,0,0,1,0,0,0
0,0,35,1225,5.248439386,12,0,1,1,0,0,0,3,0,1,0,0,0,0
0,1,63,3969,5.653904529,6,0,1,0,0,1,2,6,0,0,1,0,0,0
0,1,38,1444,6.113436796,17,0,1,1,0,1,0,2,1,1,0,0,0,0
0,0,45,2025,5.941586593,12,0,1,1,0,1,2,4,0,0,1,0,0,0
0,0,40,1600,5.990376681,12,0,1,1,0,1,2,4,0,1,0,0,0,0
1,0,38,1444,5.808055159,20,0,1,1,0,0,0,2,0,0,0,0,1,0
0,1,33,1089,5.471582874,6,0,1,0,1,1,2,3,1,0,1,0,0,0
0,0,57,3249,6.05936959,0,0,1,0,0,1,4,6,0,0,1,0,0,0
1,0,28,784,6.347051692,17,0,1,1,0,1,0,1,1,0,0,0,0,1
0,1,49,2401,4.960757349,6,0,1,1,0,1,3,6,0,1,0,0,0,0
1,0,47,2209,6.347051692,17,0,1,1,0,0,0,2,0,0,1,0,0,0
1,1,56,3136,6.634733773,12,0,0,1,0,1,1,5,1,0,1,0,0,0
1,1,35,1225,5.602611135,20,0,1,1,0,0,0,3,1,0,1,0,0,0
0,1,90,8100,5.653904529,0,0,0,1,0,0,0,2,1,1,0,0,0,0
0,0,52,2704,5.653904529,6,0,1,1,0,0,0,2,0,0,0,1,0,0
1,0,59,3481,4.960757349,0,0,0,1,0,1,0,6,1,0,1,0,0,0
1,0,51,2601,5.808055159,12,0,1,1,0,1,1,3,0,0,0,0,1,0
0,1,29,841,6.857877256,17,0,1,1,0,0,1,3,0,0,0,1,0,0
0,1,52,2704,5.653904529,6,0,1,1,0,1,1,4,0,1,0,0,0,0
0,0,25,625,7.263342371,12,0,1,1,0,1,1,3,0,0,0,1,0,0
1,1,77,5929,6.164730076,6,0,0,1,0,0,0,4,1,0,0,1,0,0
0,0,58,3364,5.941586593,12,0,1,1,0,1,0,5,0,0,0,1,0,0
0,1,30,900,7.263342371,0,0,1,0,0,0,0,3,1,1,0,0,0,0
0,0,33,1089,5.653904529,12,1,1,0,0,1,0,4,0,1,0,0,0,0
0,0,58,3364,6.164730076,12,1,1,1,0,0,0,3,0,0,0,1,0,0
1,0,60,3600,7.263342371,20,0,1,1,0,0,0,5,0,0,0,1,0,0
0,0,44,1936,4.267610154,6,0,1,0,0,1,2,4,0,1,0,0,0,0
0,1,35,1225,5.653904529,6,0,1,0,1,1,2,4,0,0,0,0,0,0
0,1,43,1849,5.248439386,12,1,1,0,0,1,5,7,1,1,0,0,0,0
1,1,51,2601,6.570195177,17,0,0,1,0,1,0,4,1,0,1,0,0,0
0,0,61,3721,5.471582874,6,0,1,1,1,1,0,3,1,0,1,0,0,0
0,0,32,1024,6.570195177,12,0,1,1,0,0,0,5,1,0,1,0,0,0
0,0,70,4900,5.941586593,0,0,0,1,0,0,0,4,0,1,0,0,0,0
0,0,30,900,5.916268772,6,0,1,0,0,0,0,2,1,1,0,0,0,0
1,1,45,2025,5.653904529,15,0,1,1,0,0,0,3,1,1,0,0,0,0
0,1,54,2916,5.941586593,6,0,1,1,0,0,1,4,1,1,0,0,0,0
0,1,45,2025,5.653904529,12,0,1,1,0,0,1,5,0,1,0,0,0,0
0,0,57,3249,6.347051692,12,0,0,1,1,0,0,3,0,0,0,1,0,0
1,1,61,3721,5.471582874,0,0,0,1,0,0,0,4,1,0,0,1,0,0
0,1,44,1936,6.347051692,15,0,1,1,1,1,1,7,0,0,1,0,0,0
1,0,34,1156,6.13735893,6,0,1,1,0,1,2,7,0,0,0,0,0,0
0,0,66,4356,4.960757349,6,0,1,0,1,0,0,2,0,1,0,0,0,0
0,0,37,1369,5.863625011,12,1,1,1,0,1,3,5,0,0,1,0,0,0
0,0,45,2025,5.03470228,6,0,1,1,0,1,5,7,1,0,0,0,0,0
0,0,50,2500,5.545527852,6,0,0,0,0,1,3,4,1,0,0,0,0,0
0,1,60,3600,5.440167388,0,0,1,1,0,1,1,4,1,1,0,0,0,0
0,1,31,961,5.603796785,12,0,1,0,1,0,1,3,0,1,0,0,0,0
0,1,67,4489,5.584748569,0,0,1,1,1,1,2,5,0,1,0,0,0,0
0,1,31,961,5.188852997,6,0,1,1,0,1,1,3,1,1,0,0,0,0
0,0,34,1156,5.88200015,6,0,1,0,0,1,3,5,0,1,0,0,0,0
0,1,42,1764,5.545527852,0,0,1,0,0,1,3,5,0,0,0,0,0,0
0,0,48,2304,5.03470228,0,0,0,0,0,1,2,5,1,0,0,0,0,0
0,0,87,7569,6.015531501,0,0,0,1,1,0,0,6,1,0,0,0,0,0
0,1,76,5776,5.545527852,0,0,0,0,0,0,0,2,0,1,0,0,0,0
0,1,90,8100,5.32238432,0,0,1,0,0,1,2,5,0,1,0,0,0,0
0,0,28,784,5.32238432,0,0,1,0,0,0,3,7,0,1,0,0,0,0
0,1,28,784,5.533455297,12,1,1,0,0,0,1,3,0,1,0,0,0,0
1,1,67,4489,5.88200015,0,0,0,0,0,1,2,5,0,1,0,0,0,0
0,1,45,2025,5.32238432,0,0,1,1,0,0,1,4,0,1,0,0,0,0
0,1,50,2500,5.88200015,6,0,1,0,0,1,2,6,0,1,0,0,0,0
0,0,29,841,5.188852997,12,0,1,0,1,1,1,3,1,1,0,0,0,0
0,1,75,5625,5.545527852,0,0,0,0,0,0,0,2,0,1,0,0,0,0
0,0,42,1764,5.32238432,0,0,0,0,0,1,5,9,1,1,0,0,0,0
0,0,32,1024,5.545527852,6,0,1,0,0,1,3,4,1,0,0,0,0,0
0,1,46,2116,5.88200015,6,0,1,0,0,1,1,4,0,0,0,0,0,0
0,1,50,2500,6.015531501,12,0,1,1,0,1,2,6,0,1,0,0,0,0
0,1,32,1024,5.88200015,6,0,1,1,0,1,2,4,0,1,0,0,0,0
0,1,26,676,5.188852997,12,0,1,1,0,0,2,4,0,1,0,0,0,0
0,1,53,2809,6.238675032,15,0,1,1,1,0,0,1,1,0,0,0,1,0
0,1,46,2116,6.644140154,6,0,1,1,0,1,2,4,0,0,0,0,0,0
0,1,50,2500,6.015531501,6,0,1,0,0,1,3,8,0,1,0,0,0,0
0,0,61,3721,5.417694509,6,0,0,0,0,1,2,6,1,1,0,0,0,0
0,1,43,1849,5.88200015,6,1,0,1,0,1,4,7,0,1,0,0,0,0
0,0,42,1764,5.03470228,6,0,1,0,0,1,2,3,1,1,0,0,0,0
0,1,52,2704,5.545527852,6,0,1,0,0,1,1,3,0,1,0,0,0,0
0,1,23,529,5.32238432,12,0,1,1,0,1,1,3,0,1,0,0,0,0
0,1,38,1444,5.03470228,0,0,1,0,0,1,2,4,0,0,0,0,0,0
0,0,30,900,5.03470228,6,0,1,0,0,1,2,3,1,0,0,0,0,0
0,0,32,1024,4.629237139,6,0,0,0,0,1,2,3,1,0,0,0,0,0
0,1,42,1764,5.545527852,12,0,1,0,0,1,2,4,0,1,0,0,0,0
0,0,70,4900,6.133314569,0,0,0,0,0,1,1,3,1,1,0,0,0,0
0,0,85,7225,4.629237139,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,44,1936,6.015531501,6,0,1,1,0,1,2,4,0,1,0,0,0,0
0,1,40,1600,4.852380671,6,0,1,0,0,1,2,5,0,1,0,0,0,0
0,1,52,2704,5.88200015,6,0,1,0,0,0,0,4,0,1,0,0,0,0
1,0,45,2025,5.88200015,12,0,0,1,0,1,1,5,1,1,0,0,0,0
1,0,53,2809,6.420996641,12,0,0,1,0,1,2,7,0,1,0,0,0,0
0,0,43,1849,5.545527852,0,0,1,0,0,0,0,2,1,1,0,0,0,0
0,1,54,2916,4.852380671,0,0,0,0,0,1,7,10,0,1,0,0,0,0
0,0,33,1089,6.644140154,12,0,1,1,1,1,1,4,1,1,0,0,0,0
0,1,47,2209,5.32238432,6,0,1,1,0,0,0,3,0,1,0,0,0,0
0,1,20,400,5.188852997,12,0,1,0,0,0,0,2,1,1,0,0,0,0
1,1,32,1024,6.015531501,12,0,1,1,1,1,1,3,0,1,0,0,0,0
0,0,86,7396,6.015531501,12,0,0,1,0,0,1,5,1,1,0,0,0,0
0,0,42,1764,5.545527852,12,0,1,0,0,0,1,2,1,1,0,0,0,0
0,1,60,3600,5.545527852,6,0,1,1,0,1,3,5,0,1,0,0,0,0
0,1,28,784,5.03470228,12,0,1,1,0,0,0,1,1,1,0,0,0,0
0,0,37,1369,5.545527852,12,0,1,1,0,1,3,5,1,1,0,0,0,0
0,1,39,1521,5.64083806,0,1,1,1,0,1,2,4,0,1,0,0,0,0
0,1,35,1225,5.727849461,15,0,1,1,0,0,0,2,1,0,0,0,0,0
0,1,52,2704,5.727849461,12,0,1,1,0,1,1,4,0,1,0,0,0,0
0,1,28,784,5.727849461,12,0,1,1,0,1,2,4,0,1,0,0,0,0
0,0,54,2916,5.188852997,6,0,1,1,1,0,1,5,1,1,0,0,0,0
0,1,32,1024,5.88200015,15,0,1,0,0,1,3,5,0,1,0,0,0,0
0,0,68,4624,5.03470228,0,0,0,0,0,0,0,2,1,1,0,0,0,0
0,0,49,2401,5.545527852,12,0,1,1,0,1,2,6,0,1,0,0,0,0
0,1,86,7396,5.03470228,12,0,0,0,0,0,0,2,1,1,0,0,0,0
0,1,50,2500,5.188852997,6,0,1,0,0,1,1,4,0,1,0,0,0,0
0,0,39,1521,5.188852997,6,0,0,1,0,1,1,3,1,1,0,0,0,0
0,1,78,6084,5.658856585,0,0,0,1,0,0,0,5,1,1,0,0,0,0
0,0,69,4761,5.545527852,6,0,0,1,0,0,0,3,1,1,0,0,0,0
0,0,59,3481,5.545527852,12,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,82,6724,5.32238432,6,0,0,1,0,0,0,3,0,1,0,0,0,0
0,1,48,2304,6.015531501,0,0,1,1,0,1,1,5,0,1,0,0,0,0
0,0,87,7569,5.545527852,6,0,0,1,1,0,0,4,1,1,0,0,0,0
0,0,35,1225,5.440167388,15,0,1,0,1,1,1,2,1,1,0,0,0,0
0,1,26,676,5.32238432,12,0,1,0,0,0,0,2,0,1,0,0,0,0
0,0,29,841,5.545527852,12,0,1,0,0,1,3,12,0,1,0,0,0,0
0,0,46,2116,5.545527852,15,0,1,0,0,1,1,3,1,1,0,0,0,0
0,0,86,7396,5.727849461,0,0,0,0,0,0,0,2,1,0,1,0,0,0
0,0,56,3136,5.440167388,6,0,1,1,0,0,0,2,1,0,1,0,0,0
0,1,58,3364,6.015531501,0,0,1,0,0,0,0,4,0,0,1,0,0,0
0,0,58,3364,6.015531501,0,0,1,0,0,0,1,5,1,0,1,0,0,0
0,1,59,3481,6.015531501,6,0,1,1,1,0,0,5,0,0,1,0,0,0
0,1,37,1369,5.727849461,0,0,1,1,0,0,0,4,0,0,0,0,0,0
