Ln market value ,Performance,Age,Age square,National team participation,Goals,Goals square,Experience,Experience square,Assists,Concacaf,Conmebol,Afc,Uefa,Premier league ,Serie A,Liga 1,Coach,Matches,Height,Substitute ,Ln Attention public ,Under-21 but not senior,Appearances UEFA Champions,Recognition under-21,Team experience ,Change of team
13.81551056,30,31,961,0,90,8100,12.00821918,144.1973278,12,0,0,0,1,0,0,0,34,44,1.83,1,13.2827801,0,0,0,0,0
11.51292546,0,19,361,0,0,0,8.005479452,64.08770126,0,0,0,0,1,0,0,0,34,0,1.8,0,13.10826445,0,0,0,0,0
13.71015004,6,28,784,0,16,256,13.00821918,169.2137662,0,0,0,0,1,0,0,0,34,36,1.82,6,11.94470788,0,0,0,0,0
13.45883561,0,27,729,1,12,144,12.00821918,144.1973278,0,0,0,0,0,0,0,0,34,13,1.88,0,10.73639668,0,0,0,0,0
13.12236338,0,26,676,1,83,6889,8.501369863,72.27328955,0,0,0,0,1,0,0,0,34,7,1.83,0,13.13429195,0,0,0,1,0
12.61153775,15,31,961,0,137,18769,17.0109589,289.3727228,0,0,0,0,1,0,0,0,34,22,1.97,11,11.24895992,0,0,0,0,0
11.91839057,0,21,441,0,0,0,4.002739726,16.02192531,0,0,0,0,1,0,0,1,38,0,1.94,0,12.43718437,0,1,0,0,0
16.52356076,21,24,576,1,13,169,7.58630137,57.55196847,2,0,0,0,0,0,0,1,38,160,1.76,9,13.19561384,0,1,0,5,0
17.14771507,0,27,729,1,15,225,12.50410959,156.3527566,0,0,0,0,1,0,0,1,38,83,1.94,0,14.00613092,0,1,1,3,0
14.50865774,0,20,400,0,5,25,3.002739726,9.016445862,0,0,0,0,1,0,0,1,19,24,1.94,0,11.59910316,0,1,1,0,0
14.22097567,23,33,1089,1,23,529,14.0109589,196.3069694,1,0,0,0,1,0,0,1,19,310,1.78,5,12.80765263,0,1,0,5,0
11.91839057,0,21,441,0,0,0,3.002739726,9.016445862,0,0,0,0,0,0,0,1,38,1,1.92,7,12.80490915,0,0,0,1,0
17.03438638,32,23,529,1,35,1225,10.00821918,100.1644511,7,0,0,0,1,0,0,1,38,101,1.73,0,17.12605357,0,0,1,2,0
16.52356076,0,31,961,1,231,53361,12.00821918,144.1973278,0,0,0,0,1,0,0,1,38,52,1.94,0,16.63688944,0,0,0,5,0
13.81551056,11,19,361,0,1,1,3.002739726,9.016445862,1,0,0,0,1,0,0,1,38,14,1.81,8,11.8277362,0,0,0,2,0
13.59236701,1,21,441,1,0,0,4.002739726,16.02192531,0,0,0,0,0,0,0,1,38,27,1.76,4,11.31934072,0,0,0,4,1
16.11809565,0,22,484,0,19,361,4.309589041,18.5725577,0,0,0,0,1,0,0,1,38,62,1.94,0,11.82041016,0,0,1,0,0
15.20180492,30,25,625,0,27,729,8.005479452,64.08770126,6,0,0,0,1,0,0,1,38,149,1.81,3,12.06681058,0,0,1,5,1
14.50865774,0,20,400,0,10,100,3.002739726,9.016445862,0,0,0,0,1,0,0,1,38,6,1.8,0,10.63585545,0,0,0,0,0
13.12236338,2,34,1156,0,0,0,18.01369863,324.4933383,0,0,0,0,1,0,0,1,1,210,1.96,35,11.56171563,0,0,1,1,0
15.76142071,0,24,576,1,15,225,5.002739726,25.02740477,0,0,0,0,0,0,0,1,1,62,1.75,0,13.38472764,0,0,0,4,0
14.50865774,25,25,625,1,9,81,6.005479452,36.06578345,2,0,0,0,0,0,0,1,1,82,1.77,7,12.73963776,0,0,0,4,0
14.03865411,15,23,529,0,0,0,4.002739726,16.02192531,0,0,0,0,1,0,0,1,38,26,1.83,9,10.73856823,0,0,0,3,0
14.91412285,33,30,900,0,8,64,10.00821918,100.1644511,0,0,0,0,1,0,0,1,38,286,1.75,1,12.94800999,0,0,1,5,0
14.91412285,3,23,529,1,6,36,5.336986301,28.48342278,0,0,0,0,1,0,0,1,38,32,1.87,9,10.90227951,0,0,1,1,1
14.22097567,14,25,625,1,1,1,6.005479452,36.06578345,0,0,0,0,0,0,0,1,30,53,1.79,13,10.47728798,0,0,1,4,0
13.59236701,10,29,841,1,4,16,11.00821918,121.1808895,0,0,0,0,0,0,0,1,30,114,1.8,16,12.85579027,0,0,0,5,0
15.20180492,23,20,400,1,10,100,1.55890411,2.430182023,5,0,0,0,0,0,0,1,30,49,1.72,1,12.39255221,0,0,0,1,0
15.68731273,24,18,324,0,0,0,2.002739726,4.01096641,0,0,0,0,1,0,0,1,28,63,1.93,0,12.74548573,0,0,1,1,0
11.91839057,0,26,676,0,0,0,8.005479452,64.08770126,0,0,0,0,1,0,0,1,28,3,1.83,3,12.86359265,0,0,0,5,0
15.20180492,21,20,400,0,3,9,2.002739726,4.01096641,1,0,0,0,1,0,0,1,28,52,1.94,1,12.85055465,0,0,1,1,0
10.81977828,0,20,400,0,0,0,0.298630137,0.089179959,0,0,0,0,1,0,0,1,28,0,1.75,0,10.35137338,0,0,0,0,0
12.20607265,5,36,1296,0,13,169,18.01369863,324.4933383,0,0,0,0,1,0,0,1,28,248,1.8,10,11.97035031,0,0,0,5,0
14.91412285,34,23,529,1,7,49,4.824657534,23.27732032,0,0,0,0,0,0,0,1,28,109,1.8,1,11.62625415,0,0,0,3,0
13.12236338,2,34,1156,0,4,16,18.01369863,324.4933383,0,0,0,0,1,0,0,1,13,306,1.77,2,12.85839783,0,0,1,5,0
14.50865774,35,33,1089,1,7,49,14.0109589,196.3069694,0,0,0,0,1,0,0,1,13,426,1.72,2,12.47990931,0,0,1,5,0
12.4292162,0,20,400,0,2,4,1,1,0,0,0,0,1,0,0,1,13,11,1.84,0,13.47161081,0,0,1,0,0
15.83041358,31,30,900,1,0,0,12.00821918,144.1973278,0,0,0,0,1,0,0,1,21,227,1.88,0,12.35449265,0,0,1,5,0
14.22097567,22,31,961,1,6,36,10.00821918,100.1644511,0,1,0,0,0,0,0,1,21,150,1.76,4,11.50388472,0,0,0,1,0
14.22097567,1,22,484,0,12,144,5.002739726,25.02740477,0,0,0,0,1,0,0,1,21,34,1.71,0,12.20607265,0,0,1,3,1
11.91839057,0,26,676,1,1,1,2.484931507,6.174884594,0,0,0,0,0,0,0,1,38,0,1.91,0,12.53537639,0,0,0,0,0
14.50865774,16,23,529,0,1,1,5.002739726,25.02740477,0,0,0,0,1,0,0,1,38,86,1.8,11,12.88664104,0,0,1,4,0
12.89921983,1,21,441,1,0,0,3.416438356,11.67205104,0,0,0,0,0,0,0,1,38,3,1.75,0,10.76848499,0,0,0,0,0
13.81551056,24,29,841,0,6,36,10.00821918,100.1644511,0,0,0,0,1,0,0,1,38,110,1.76,11,10.08163374,0,0,0,0,0
15.20180492,31,30,900,0,0,0,12.00821918,144.1973278,0,0,0,0,1,0,0,1,38,183,1.91,0,12.69465266,0,0,1,5,0
14.37512635,22,24,576,1,1,1,6.005479452,36.06578345,0,0,0,0,0,0,0,1,38,63,1.81,8,11.39751461,0,0,0,4,0
13.59236701,30,33,1089,1,10,100,13.50684932,182.4349784,0,0,1,0,0,0,0,1,38,125,1.91,4,12.31940133,0,0,0,3,0
14.03865411,0,27,729,0,10,100,6.501369863,42.2678101,0,0,1,0,0,0,0,1,38,40,1.78,0,17.39066125,0,0,0,0,1
14.37512635,24,22,484,0,0,0,3.002739726,9.016445862,0,0,0,0,1,0,0,1,38,63,1.78,14,13.03898177,0,0,1,3,0
14.22097567,0,30,900,1,61,3721,10.00821918,100.1644511,0,0,0,0,0,0,0,1,38,12,1.78,0,11.35275671,0,0,0,0,0
14.50865774,27,28,784,0,3,9,9.005479452,81.09866016,0,0,0,0,1,0,0,1,38,63,1.76,3,12.3883942,0,0,0,5,0
12.89921983,0,32,1024,1,2,4,14.0109589,196.3069694,0,0,0,0,0,0,0,1,38,83,1.73,0,12.11176197,0,0,0,4,1
13.81551056,35,32,1024,0,12,144,13.00821918,169.2137662,2,0,0,0,1,0,0,1,19,362,1.85,2,12.87390202,0,0,1,5,0
13.59236701,0,24,576,1,15,225,15.0109589,225.3288872,0,0,0,0,0,0,0,1,19,12,1.7,0,15.90737462,0,0,0,0,0
15.06827353,30,26,676,0,30,900,9.005479452,81.09866016,7,0,0,0,1,0,0,1,38,72,1.77,2,11.60823564,0,0,0,2,0
14.62644077,30,21,441,0,5,25,4.002739726,16.02192531,1,0,0,0,1,0,0,1,38,70,1.8,2,13.22852357,1,0,1,2,0
10.81977828,0,21,441,0,0,0,4.002739726,16.02192531,0,0,0,0,1,0,0,1,38,0,1.74,2,12.21602298,0,0,0,1,0
15.06827353,0,21,441,0,0,0,5.002739726,25.02740477,0,0,0,0,1,0,0,1,0,35,1.93,0,10.88743693,1,0,1,2,0
12.89921983,0,21,441,0,3,9,2.002739726,4.01096641,0,0,0,0,1,0,0,1,0,4,1.93,0,11.85651517,0,0,0,1,1
12.20607265,0,20,400,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.8,0,12.87901712,0,0,0,0,0
13.59236701,27,33,1089,0,37,1369,16.0109589,256.350805,2,0,0,0,1,0,0,1,0,231,1.75,2,11.18580932,0,0,0,0,0
12.89921983,0,32,1024,0,22,484,12.00821918,144.1973278,0,0,0,0,1,0,0,1,0,130,1.81,0,13.04115332,0,0,1,3,0
13.30468493,0,23,529,0,7,49,6.005479452,36.06578345,0,0,0,0,1,0,0,1,0,18,1.81,0,11.1732481,0,0,0,2,0
14.22097567,32,28,784,1,4,16,10.00821918,100.1644511,0,0,0,0,0,0,0,1,38,87,1.83,5,11.3409502,0,0,0,2,0
14.03865411,35,31,961,0,22,484,12.00821918,144.1973278,1,0,0,0,1,0,0,1,38,150,1.78,0,11.89818787,0,0,0,5,0
13.59236701,14,21,441,0,0,0,2.002739726,4.01096641,0,0,0,0,1,0,0,1,38,21,1.73,20,11.82041016,0,0,0,1,0
13.12236338,0,32,1024,0,0,0,13.00821918,169.2137662,0,0,0,0,1,0,0,1,22,115,1.85,0,10.17732422,0,0,1,1,0
12.4292162,2,23,529,0,0,0,4.002739726,16.02192531,0,0,0,0,1,0,0,1,22,5,1.84,11,10.80567936,0,0,0,0,0
14.50865774,8,27,729,1,2,4,9.005479452,81.09866016,0,0,0,0,0,0,0,1,22,171,1.8,1,11.06663836,0,0,0,4,1
13.12236338,20,33,1089,0,0,0,12.00821918,144.1973278,0,0,0,0,1,0,0,1,22,96,1.65,8,11.35510138,0,0,0,0,0
13.81551056,31,32,1024,0,6,36,12.00821918,144.1973278,2,0,0,0,1,0,0,1,22,130,1.78,1,12.10071213,0,0,0,0,0
14.50865774,27,28,784,1,38,1444,12.00821918,144.1973278,4,0,0,0,0,0,0,1,22,113,1.88,3,10.84544603,0,0,0,0,0
14.37512635,14,23,529,0,8,64,7.005479452,49.07674235,0,0,0,0,1,0,0,1,22,89,1.72,14,12.70987365,0,0,1,5,1
13.12236338,37,35,1225,0,66,4356,17.0109589,289.3727228,5,0,0,0,1,0,0,1,22,340,1.76,0,10.86856845,0,0,0,1,0
13.12236338,0,19,361,0,4,16,2.002739726,4.01096641,0,0,0,0,1,0,0,1,0,17,1.7,0,10.92952915,0,0,0,0,0
13.59236701,0,20,400,0,3,9,2.002739726,4.01096641,0,0,0,0,1,0,0,1,0,17,1.81,0,13.06261337,0,0,0,0,0
13.12236338,0,33,1089,0,12,144,14.0109589,196.3069694,0,0,0,0,1,0,0,1,0,121,1.9,0,10.07323033,0,0,0,1,1
13.59236701,0,22,484,1,6,36,4.002739726,16.02192531,0,0,0,0,1,0,0,1,0,12,1.9,0,10.42821608,0,0,0,1,0
12.61153775,0,20,400,0,0,0,9.005479452,81.09866016,0,0,0,0,1,0,1,0,38,1,1.9,18,11.80559508,0,0,1,0,1
17.21670794,22,26,676,1,9,81,9.005479452,81.09866016,2,0,1,0,0,0,1,0,38,50,1.81,13,16.6005218,0,0,0,0,1
15.60727003,0,34,1156,1,43,1849,16.50684932,272.4760743,0,0,0,0,1,0,1,0,38,19,1.9,0,16.61887094,0,0,0,5,0
16.21340583,11,28,784,1,13,169,9.589041096,91.94970914,0,0,0,0,0,0,1,0,38,211,1.73,11,12.88664104,0,0,0,5,0
17.03438638,28,29,841,1,37,1369,9.504109589,90.32809908,4,0,1,0,0,0,1,0,38,197,1.78,9,16.09585004,0,0,0,4,1
14.34613881,0,27,729,1,0,0,6.501369863,42.2678101,0,0,1,0,0,0,1,0,38,32,1.86,38,13.32285224,0,0,0,3,0
15.31958795,5,30,900,1,9,81,10.92328767,119.3182135,0,0,0,0,1,0,1,0,38,26,1.86,31,12.20607265,0,0,1,2,0
17.50439001,38,30,900,1,126,15876,14.0109589,196.3069694,6,0,0,0,1,0,1,0,38,359,1.83,0,13.31132948,0,0,1,5,0
16.38045992,30,30,900,1,18,324,11.50410959,132.3445374,1,0,1,0,0,0,1,0,38,91,1.71,5,12.87901712,0,0,0,4,0
16.11809565,20,29,841,1,20,400,12.00821918,144.1973278,2,0,0,0,1,0,1,0,38,129,1.8,15,13.19932442,0,0,1,5,0
17.03438638,34,28,784,1,97,9409,11.00821918,121.1808895,7,0,0,0,1,0,1,0,38,71,1.87,1,13.03898177,0,0,1,5,1
16.21340583,33,30,900,1,115,13225,12.50410959,156.3527566,13,0,0,0,1,0,1,0,38,217,1.78,3,13.01477817,0,0,0,5,1
17.72753356,33,24,576,1,118,13924,9.419178082,88.72091574,16,0,1,0,0,0,1,0,38,157,1.81,2,13.04979268,0,0,0,5,0
15.76142071,1,24,576,1,0,0,5.501369863,30.26507037,0,0,1,0,0,0,1,0,19,1,1.91,0,16.24912391,0,1,0,0,0
17.14771507,37,26,676,1,14,196,8.501369863,72.27328955,2,0,0,0,1,0,1,0,19,101,1.89,0,11.79810441,0,1,1,2,0
15.8949521,36,26,676,0,3,9,13.00821918,169.2137662,0,0,0,0,1,0,1,0,19,75,1.7,0,13.32121424,0,1,1,0,0
16.11809565,33,23,529,1,12,144,6.501369863,42.2678101,2,0,1,0,0,0,1,0,19,71,1.8,2,12.8967167,0,1,0,2,1
16.81124283,5,27,729,1,40,1600,10.00821918,100.1644511,0,0,0,0,1,0,1,0,19,70,1.86,8,12.97386337,0,1,1,3,1
14.73180129,16,30,900,1,9,81,13.50684932,182.4349784,1,0,1,0,0,0,1,0,31,254,1.87,22,13.03243867,0,0,0,5,0
14.50865774,0,30,900,1,12,144,10.75616438,115.6950722,0,0,1,0,0,0,1,0,31,15,1.81,0,12.69158046,0,0,0,0,0
16.38045992,20,23,529,0,28,784,7.005479452,49.07674235,6,0,0,0,1,0,1,0,31,60,1.77,16,14.173185,0,0,1,3,1
15.8949521,0,27,729,0,88,7744,13.00821918,169.2137662,0,0,1,0,0,0,1,0,31,27,1.81,0,12.86617997,0,0,0,0,0
16.21340583,27,28,784,1,36,1296,12.00821918,144.1973278,1,0,0,0,1,0,1,0,38,81,1.86,3,12.75708006,0,0,1,4,0
16.30041721,33,25,625,0,38,1444,9.005479452,81.09866016,5,0,0,0,1,0,1,0,38,87,1.84,0,12.31940133,0,0,1,1,0
15.60727003,25,23,529,1,12,144,6.005479452,36.06578345,0,0,0,0,1,0,1,0,31,48,1.88,9,12.75419405,0,0,1,1,0
16.52356076,25,22,484,1,19,361,10.92328767,119.3182135,1,0,0,0,1,0,1,0,31,60,1.91,8,12.24047407,0,0,1,1,0
15.20180492,0,24,576,0,24,576,7.005479452,49.07674235,0,0,1,0,0,0,1,0,31,10,1.81,0,10.55320518,0,0,1,4,0
14.22097567,10,26,676,1,10,100,12.00821918,144.1973278,1,0,0,0,0,0,1,0,38,89,1.77,8,13.22311328,0,0,0,4,1
17.21670794,35,23,529,1,87,7569,5.287671233,27.95946707,12,0,0,0,1,0,1,0,38,109,1.81,3,12.88916949,0,0,1,1,0
14.73180129,0,21,441,0,7,49,3.002739726,9.016445862,0,0,1,0,0,0,1,0,38,30,1.81,0,11.66992921,0,0,0,0,0
13.59236701,26,33,1089,0,84,7056,16.50684932,272.4760743,4,0,1,0,0,0,1,0,38,187,1.85,6,15.42094045,0,0,0,5,0
13.59236701,18,33,1089,0,17,289,16.0109589,256.350805,0,0,0,0,1,0,1,0,38,166,1.84,12,11.26957921,0,0,0,5,0
14.73180129,0,20,400,0,5,25,3.002739726,9.016445862,0,0,1,0,0,0,1,0,38,23,1.81,0,11.46688153,0,0,1,0,0
14.50865774,0,27,729,0,55,3025,8.005479452,64.08770126,0,0,1,0,0,0,1,0,38,27,1.81,0,13.17495583,0,0,1,0,0
13.71015004,19,33,1089,1,110,12100,21.01369863,441.5755301,4,0,0,0,1,0,1,0,38,299,1.83,8,13.1102908,0,0,0,5,1
13.81551056,0,21,441,0,1,1,6.005479452,36.06578345,0,0,0,0,1,0,1,0,12,0,1.81,0,10.41331268,0,0,0,0,0
14.22097567,0,25,625,1,3,9,9.005479452,81.09866016,0,0,0,0,1,0,1,0,12,13,1.81,0,10.82377031,0,0,1,0,0
15.60727003,0,21,441,0,9,81,3.419178082,11.69077876,0,0,1,0,0,0,1,0,12,36,1.81,0,12.06681058,0,0,0,0,0
16.6487239,32,26,676,1,61,3721,9.504109589,90.32809908,6,0,1,0,0,0,1,0,12,165,1.79,6,13.08569939,0,0,0,4,0
15.42494847,38,32,1024,1,0,0,14.0109589,196.3069694,0,0,0,0,1,0,1,0,29,108,1.9,0,11.98292909,0,0,1,2,0
14.91412285,34,33,1089,0,21,441,14.50684932,210.4486771,0,0,1,0,0,0,1,0,29,212,1.84,2,10.88181368,0,0,0,5,0
13.59236701,26,33,1089,0,13,169,15.0109589,225.3288872,1,0,1,0,0,0,1,0,29,301,1.88,7,16.80623029,0,0,0,3,0
14.50865774,28,23,529,1,5,25,3.915068493,15.32776131,1,0,0,1,0,0,1,0,29,42,1.85,8,16.38812279,0,0,0,1,0
15.60727003,0,22,484,0,18,324,5.002739726,25.02740477,0,0,1,0,0,0,1,0,29,23,1.81,0,11.6351431,0,0,0,0,0
11.51292546,0,23,529,0,0,0,6.005479452,36.06578345,0,0,1,0,0,0,1,0,38,0,1.81,0,13.08154138,0,0,1,0,0
13.12236338,19,32,1024,0,8,64,13.00821918,169.2137662,0,0,1,0,0,0,1,0,38,40,1.82,8,11.55214618,0,0,0,2,0
15.8949521,35,24,576,1,9,81,5.002739726,25.02740477,3,0,1,0,0,0,1,0,38,99,1.78,3,12.18075484,0,0,0,3,0
15.20180492,0,25,625,0,49,2401,7.17260274,51.44623006,0,0,1,0,0,0,1,0,0,53,1.81,0,18.18369179,0,0,0,2,0
15.15051162,0,27,729,0,72,5184,9.005479452,81.09866016,0,0,1,0,0,0,1,0,0,61,1.81,0,15.38412648,0,0,0,3,0
14.60396792,0,30,900,0,37,1369,12.00821918,144.1973278,0,0,1,0,0,0,1,0,0,11,1.81,0,11.80559508,0,0,0,1,1
14.34613881,28,26,676,1,12,144,17.83835616,318.2069506,2,0,0,0,1,0,1,0,38,44,1.75,4,12.15477935,0,0,0,1,0
13.59236701,35,38,1444,0,0,0,20.01369863,400.5481329,0,0,0,0,1,0,1,0,38,295,1.86,0,13.20854107,0,0,0,1,0
12.4292162,0,21,441,0,3,9,4.002739726,16.02192531,0,0,0,0,1,0,1,0,38,0,1.81,0,12.31043266,0,0,0,1,0
14.73180129,26,29,841,1,5,25,10.00821918,100.1644511,0,0,0,0,1,0,1,0,38,193,1.86,5,12.86876062,0,0,1,4,0
11.22524339,0,23,529,0,6,36,4.835616438,23.38318634,0,0,1,0,0,0,1,0,38,1,1.81,0,11.58058411,0,0,0,1,1
12.20607265,4,32,1024,0,3,9,13.00821918,169.2137662,0,0,0,0,1,0,1,0,0,217,1.88,4,12.94323671,0,0,1,2,1
10.81977828,0,18,324,0,2,4,0.331506849,0.109896791,0,0,0,0,0,0,1,0,0,9,1.83,0,13.07107008,0,0,0,0,0
14.64841968,0,24,576,0,21,441,6.005479452,36.06578345,0,0,1,0,0,0,1,0,0,15,1.81,0,11.91839057,0,0,1,4,0
11.51292546,0,19,361,0,0,0,2.917808219,8.513604804,0,0,0,0,1,0,1,0,15,0,1.94,2,12.45293272,0,0,0,0,1
14.07787482,0,28,784,1,5,25,13.00821918,169.2137662,0,0,1,0,0,0,1,0,15,4,1.81,0,12.41308681,0,0,1,4,0
13.81551056,0,28,784,1,10,100,6.920547945,47.89398386,0,0,1,0,0,0,1,0,15,7,1.81,0,11.31080928,0,0,1,1,1
13.01700286,0,27,729,0,49,2401,7.920547945,62.73507975,0,0,1,0,0,0,1,0,15,1,1.81,0,16.70031127,0,0,0,0,1
13.12236338,0,33,1089,0,17,289,15.50684932,240.4623757,0,0,1,0,0,0,1,0,0,19,1.81,0,13.6785447,0,0,0,3,0
12.07254125,0,19,361,0,7,49,2.002739726,4.01096641,0,0,1,0,0,0,1,0,0,1,1.81,0,12.95984445,0,0,0,0,0
12.20607265,0,18,324,0,1,1,4.920547945,24.21179208,0,0,1,0,0,0,1,0,0,0,1.81,0,13.18439877,0,0,0,0,1
14.50865774,25,26,676,0,55,3025,10.00821918,100.1644511,2,0,0,0,1,0,1,0,0,62,1.86,12,12.16525065,0,0,0,1,0
14.15198279,24,24,576,1,6,36,4.95890411,24.59072997,2,0,0,0,1,0,1,0,10,35,1.92,7,11.88448902,0,0,1,1,0
14.73180129,6,20,400,1,48,2304,4.002739726,16.02192531,2,0,0,0,0,0,1,0,10,13,1.92,18,13.17305649,0,0,0,1,1
