id,IndSocio1,IndSocio2,IndSocio3,Altitude,HouseholdMem,Nrooms,Children,Lnincome,Water,Electricity,Gas,LnPriceWater,LnPriceElect,LnPriceGas
273,1,0,0,1,4,4,1,7.5027738,33,130,20.459999,-0.37719712,-1.8040836,-0.51336354
274,1,0,0,1,2,4,0,7.5639758,36,120,23.540001,-0.37719712,-1.8040836,-0.51336354
275,1,0,0,1,3,4,1,8.1545439,36,148,33.220001,-0.37719712,-1.8040836,-0.51336354
276,1,0,0,1,3,4,1,7.5450644,22,95,15.4,-0.37719712,-1.8040836,-0.51336354
277,1,0,0,1,1,3,0,7.6948652,38,185,25.52,-0.37719712,-1.8040836,-0.51336354
278,1,0,0,1,4,4,1,6.9239469,31,195,17.16,-0.70193106,-1.801492,-0.59696466
279,1,0,0,1,1,3,0,5.9031057,24,157,8.3599997,-0.70193106,-1.801492,-0.59696466
280,1,0,0,1,3,4,1,7.2348118,23,259,11,-0.70193106,-1.801492,-0.59696466
281,1,0,0,1,3,4,1,5.7207842,16,170,21.120001,-0.70193106,-1.801492,-0.59696466
282,1,0,0,1,5,4,1,7.1976428,47,222,36.080002,-0.70193106,-1.801492,-0.59696466
283,1,0,0,1,3,4,1,6.7504034,17,277,15.62,-0.70193106,-1.801492,-0.59696466
284,1,0,0,1,2,4,1,7.8218651,16,294,3.96,-0.70193106,-1.801492,-0.59696466
285,1,0,0,1,3,4,1,6.0572562,20,111,13.86,-0.70193106,-1.801492,-0.59696466
286,1,0,0,1,2,3,1,7.1578507,20,111,16.719999,-0.70193106,-1.801492,-0.59696466
287,1,0,0,1,4,4,1,7.4809384,28,499,24.860001,-0.70193106,-1.801492,-0.59696466
288,0,1,0,1,2,4,1,3.8236642,12,120,6.8200002,-0.29646596,-1.6191703,-0.41464302
289,0,1,0,1,2,4,0,6.7576394,16,123,6.8200002,-0.29646596,-1.6191703,-0.41464302
290,0,1,0,1,1,4,0,6.5892844,13,123,4.6199999,-0.29646596,-1.6191703,-0.41464302
291,1,0,0,1,4,5,1,7.7522163,38,235,14.96,-0.70193106,-1.801492,-0.59696466
292,1,0,0,0,2,4,0,5.7290831,8,185,10.34,-0.33370528,-1.8021207,-0.43155354
293,1,0,0,0,2,4,0,7.2074895,3,77,5.9400001,-0.33370528,-1.8021207,-0.43155354
294,1,0,0,0,3,4,1,6.7504034,15,108,16.719999,-0.33370528,-1.8021207,-0.43155354
295,1,0,0,0,1,4,0,6.6066155,8,462,13.2,-0.33370528,-1.8021207,-0.43155354
296,1,0,0,0,2,4,0,7.581759,11,144,17.379999,-0.33370528,-1.8021207,-0.43155354
297,0,0,1,0,3,5,1,10.071062,41,189,18.700001,0.14252883,-1.6197991,-0.24923204
298,0,0,1,0,1,3,0,6.4139314,16,140,7.48,0.14252883,-1.6197991,-0.24923204
299,0,0,1,0,2,4,0,8.2994852,10,174,21.34,0.14252883,-1.6197991,-0.24923204
300,1,0,0,0,4,4,1,6.3988686,23,108,19.799999,-0.33370528,-1.8021207,-0.43155354
301,1,0,0,0,1,4,0,6.6762958,8,248,7.9200001,-0.33370528,-1.8021207,-0.43155354
302,1,0,0,0,2,4,1,6.4139314,13,139,7.9200001,-0.33370528,-1.8021207,-0.43155354
303,0,0,1,0,2,3,0,8.8862591,25,228,28.6,0.14252883,-1.6197991,-0.24923204
304,0,1,0,0,1,4,0,7.2257872,15,150,3.3,0.078404345,-1.6197991,-0.24923204
305,0,1,0,0,4,4,1,7.5501604,39,385,17.6,0.078404345,-1.6197991,-0.24923204
306,0,1,0,0,5,5,1,8.0291853,17,108,47.080002,0.078404345,-1.6197991,-0.24923204
307,0,0,1,0,2,5,0,8.5829849,6,163,12.54,0.14252883,-1.6197991,-0.24923204
308,0,1,0,0,3,5,1,8.5421629,11,294,13.42,0.078404345,-1.6197991,-0.24923204
309,0,1,0,0,2,2,1,7.6631165,11,231,5.5,0.078404345,-1.6197991,-0.24923204
310,1,0,0,0,4,6,1,6.7997603,0,277,0,-0.33370528,-1.8021207,-0.43155354
311,1,0,0,1,2,3,1,6.9460292,55,370,38.720001,-0.70193106,-1.801492,-0.59696466
312,1,0,0,1,6,4,0,5.9872427,14,213,25.74,-0.70193106,-1.801492,-0.59696466
313,1,0,0,1,2,4,0,7.2746391,6,202,5.5,-0.70193106,-1.801492,-0.59696466
314,1,0,0,1,1,3,0,5.027637,7,91,2.8599999,-0.70193106,-1.801492,-0.59696466
315,0,1,0,0,3,4,1,7.2248616,10,383,27.059999,-0.009621445,-1.7420412,-0.39271238
316,0,1,0,0,2,4,0,7.0109553,21,350,13.64,-0.009621445,-1.7420412,-0.39271238
317,0,1,0,0,1,3,0,7.1070786,19,341,11.66,-0.009621445,-1.7420412,-0.39271238
318,0,1,0,0,4,3,1,7.4728785,6,470,25.299999,-0.009621445,-1.7420412,-0.39271238
319,0,1,0,0,2,3,0,7.5493579,6,287,20.24,-0.009621445,-1.7420412,-0.39271238
320,1,0,0,0,4,3,1,6.4345508,15,203,20.459999,-0.36161208,-1.845427,-0.29190397
321,1,0,0,0,3,3,1,6.0584464,10,155,6.1599998,-0.36161208,-1.845427,-0.29190397
322,1,0,0,0,4,3,1,6.205997,12,141,10.12,-0.36161208,-1.845427,-0.29190397
323,1,0,0,0,2,5,0,7.3916306,7,68,12.32,-0.36161208,-1.845427,-0.29190397
324,1,0,0,0,2,5,0,5.9031057,17,187,0,-0.42873859,-1.8124036,-0.42495102
325,1,0,0,1,4,4,1,6.4939742,22,250,20.459999,-1.119032,-1.6965641,-0.29809263
326,1,0,0,1,1,2,0,5.6694908,31,92,6.1599998,-1.119032,-1.6965641,-0.29809263
327,1,0,0,1,4,4,1,6.973547,26,166,20.459999,-1.119032,-1.6965641,-0.29809263
328,0,0,1,0,4,4,1,8.2498407,29,446,47.080002,0.14252883,-1.6197991,-0.24923204
329,1,0,0,0,2,4,1,6.7071514,16,176,5.9400001,-0.33370528,-1.8021207,-0.43155354
330,1,0,0,0,3,4,1,6.5280037,13,169,12.98,-0.33370528,-1.8021207,-0.43155354
331,0,1,0,0,2,5,0,8.3277855,16,234,0,0.078404345,-1.6197991,-0.24923204
332,1,0,0,0,3,4,1,6.614408,8,68,15.18,-0.33370528,-1.8021207,-0.43155354
333,1,0,0,0,4,3,1,5.9754262,0,0,0,-0.33370528,-1.8021207,-0.43155354
334,1,0,0,0,3,3,0,6.44349,23,129,0,-0.33370528,-1.8021207,-0.43155354
335,1,0,0,0,2,4,1,5.9831486,20,130,8.3599997,-0.33370528,-1.8021207,-0.43155354
336,1,0,0,0,1,2,0,5.9990468,0,0,0,-0.33370528,-1.8021207,-0.43155354
337,1,0,0,0,2,2,0,6.3404508,25,185,0,-0.33370528,-1.8021207,-0.43155354
338,1,0,0,0,2,5,0,6.4153824,33,180,16.719999,-0.33370528,-1.8021207,-0.43155354
339,1,0,0,0,5,5,1,8.5912371,30,159,14.96,-0.33370528,-1.8021207,-0.43155354
340,1,0,0,0,3,7,1,7.7850065,13,259,9.6800003,-0.33370528,-1.8021207,-0.43155354
341,1,0,0,0,3,6,1,7.0803676,11,148,9.0200005,-0.33370528,-1.8021207,-0.43155354
342,1,0,0,0,1,5,0,5.800827,29,121,11.66,-0.33370528,-1.8021207,-0.43155354
343,1,0,0,0,4,4,1,7.8959146,36,460,26.18,-0.62701249,-1.9243628,-0.76104993
344,1,0,0,0,1,3,0,6.9518857,24,334,26.18,-0.62701249,-1.9243628,-0.76104993
345,1,0,0,0,3,4,1,8.9479589,32,460,19.58,-0.62701249,-1.9243628,-0.76104993
346,1,0,0,0,1,5,0,6.714036,30,78,28.16,-0.27016044,-1.8607079,-0.83546948
347,1,0,0,0,2,4,1,7.1720076,34,216,10.56,-0.27016044,-1.8607079,-0.83546948
348,1,0,0,0,3,4,1,6.8521862,40,324,17.6,-0.27016044,-1.8607079,-0.83546948
349,1,0,0,0,1,4,0,6.2382674,8,88,6.3800001,-0.27016044,-1.8607079,-0.83546948
350,1,0,0,0,5,5,1,7.0661263,9,119,17.82,-0.27016044,-1.8607079,-0.83546948
351,1,0,0,0,4,3,1,5.9798355,6,148,6.5999999,-0.27016044,-1.8607079,-0.83546948
352,1,0,0,0,2,5,0,7.2349954,11,188,15.62,-0.27016044,-1.8607079,-0.83546948
353,1,0,0,0,3,3,0,5.7903104,5,14,10.34,-0.27016044,-1.8607079,-0.83546948
354,0,1,0,1,3,4,1,8.2620583,21,134,0,-0.29646596,-1.6191703,-0.41464302
355,0,1,0,1,2,5,0,8.8172665,15,97,0,-0.29646596,-1.6191703,-0.41464302
356,1,0,0,1,1,3,0,6.4627213,12,107,8.8000002,-0.70193106,-1.801492,-0.59696466
357,1,0,0,1,1,3,0,7.400991,11,83,5.5,-0.70193106,-1.801492,-0.59696466
358,0,1,0,1,2,3,0,6.4139314,2,86,9.2399998,-0.29646596,-1.6191703,-0.41464302
359,1,0,0,1,3,3,0,7.0109348,8,148,47.080002,-0.70193106,-1.801492,-0.59696466
360,1,0,0,1,3,6,0,6.766933,14,185,22.219999,-0.70193106,-1.801492,-0.59696466
361,1,0,0,1,3,4,1,6.5092416,13,243,23.76,-0.23307627,-1.8766443,-0.67739218
362,1,0,0,1,3,4,1,8.030014,15,207,24.860001,-0.23307627,-1.8766443,-0.67739218
363,1,0,0,1,2,3,1,6.7244754,9,112,11,-0.23307627,-1.8766443,-0.67739218
364,1,0,0,1,2,4,0,7.1558685,20,161,48.400002,-0.23307627,-1.8766443,-0.67739218
365,1,0,0,1,4,3,1,7.4255323,13,126,21.559999,-0.23307627,-1.8766443,-0.67739218
366,1,0,0,1,3,3,1,6.8025894,9,75,14.96,-0.23307627,-1.8766443,-0.67739218
367,1,0,0,1,4,4,1,7.3147025,19,172,10.34,-0.23307627,-1.8766443,-0.67739218
368,1,0,0,1,3,4,0,8.8746548,6,136,3.96,-0.23307627,-1.8766443,-0.67739218
369,1,0,0,1,5,4,1,7.0369692,29,247,39.380001,-0.23307627,-1.8766443,-0.67739218
370,1,0,0,1,3,3,1,5.9365673,15,172,20.02,-0.23307627,-1.8766443,-0.67739218
371,1,0,0,1,3,3,1,7.1317711,10,151,20.24,-0.23307627,-1.8766443,-0.67739218
372,1,0,0,1,2,4,0,7.3500247,15,112,0,-0.23307627,-1.8766443,-0.67739218
373,1,0,0,1,3,3,1,7.0966072,13,326,10.56,-0.23307627,-1.8766443,-0.67739218
374,1,0,0,1,7,4,1,7.1558685,32,180,54.779999,-0.23307627,-1.8766443,-0.67739218
375,1,0,0,1,2,4,0,8.1335678,26,180,0,-0.62598473,-1.7283075,-0.29809263
376,1,0,0,1,1,5,0,7.4255323,19,189,0,-0.62598473,-1.7283075,-0.29809263
377,1,0,0,1,3,4,1,7.0291171,35,170,0,-0.62598473,-1.7283075,-0.29809263
378,1,0,0,1,2,3,0,7.253521,25,206,0,-0.62598473,-1.7283075,-0.29809263
379,0,1,0,0,2,4,0,7.8043838,31,314,27.280001,-0.22154741,-1.7420412,-0.57872844
380,1,0,0,0,1,2,0,7.5125437,0,464,0,1.5185426,-2.0282471,-0.76104993
381,0,1,0,0,1,2,0,8.0910282,0,0,0,1.9240077,-1.8459255,-0.57872844
382,0,1,0,0,1,6,0,5.9031057,24,261,13.64,-1.4925728,-1.7420412,-0.39271238
383,0,1,0,0,2,4,0,3.8777316,19,331,22.66,-1.4925728,-1.7420412,-0.39271238
384,0,1,0,0,4,5,1,6.926755,31,479,34.32,-1.4925728,-1.7420412,-0.39271238
385,0,1,0,0,2,5,0,6.9396458,10,444,27.059999,-1.4925728,-1.7420412,-0.39271238
386,0,1,0,0,3,5,1,6.6969151,21,496,36.080002,-1.4925728,-1.7420412,-0.39271238
387,0,1,0,0,2,3,0,6.9591584,0,0,0,-1.4925728,-1.7420412,-0.39271238
388,1,0,0,1,4,5,1,8.4718943,43,393,28.6,-0.22760549,-1.8612965,-0.73570436
389,1,0,0,1,3,4,0,8.0569649,14,167,12.76,-0.22760549,-1.8612965,-0.73570436
390,0,1,0,1,3,5,0,7.1070786,28,327,31.9,0.17785959,-1.6789749,-0.55839533
391,1,0,0,1,4,4,1,7.7539201,33,137,44.66,-0.22760549,-1.8612965,-0.73570436
392,1,0,0,1,2,3,0,7.7154846,2,53,8.5799999,-0.22760549,-1.8612965,-0.73570436
393,1,0,0,1,1,3,0,7.6015205,3,69,0,-0.22760549,-1.8612965,-0.73570436
394,1,0,0,1,3,4,1,7.6002493,14,118,19.139999,-0.22760549,-1.8612965,-0.73570436
395,1,0,0,1,2,2,0,6.4211555,0,108,0,-0.22760549,-1.8612965,-0.73570436
396,1,0,0,1,1,3,0,5.6154237,0,98,0,-0.22760549,-1.8612965,-0.73570436
397,0,0,1,1,1,3,0,3.9537172,0,41,0,0.24239811,-1.6789749,-0.55839533
398,0,0,1,1,1,3,0,6.362638,10,82,0,0.24239811,-1.6789749,-0.55839533
399,0,0,1,1,1,2,0,6.1907878,0,0,0,0.24239811,-1.6789749,-0.55839533
400,1,0,0,1,4,3,1,6.8049593,0,0,0,-0.22760549,-1.8612965,-0.73570436
401,1,0,0,1,1,2,0,5.8160944,0,0,0,-0.22760549,-1.8612965,-0.73570436
402,1,0,0,1,1,2,0,5.8605461,0,0,0,-0.22760549,-1.8612965,-0.73570436
403,1,0,0,1,3,3,1,6.3480587,0,0,0,-0.22760549,-1.8612965,-0.73570436
404,1,0,0,1,3,3,1,6.1175451,0,0,0,-0.22760549,-1.8612965,-0.73570436
405,1,0,0,1,2,3,1,5.6401162,0,0,0,-0.22760549,-1.8612965,-0.73570436
406,1,0,0,1,1,3,0,6.1769423,0,216,0,-0.22760549,-1.8612965,-0.73570436
407,1,0,0,1,1,2,0,5.9261708,0,0,0,-0.22760549,-1.8612965,-0.73570436
408,1,0,0,1,1,2,0,6.3016024,0,0,0,-0.22760549,-1.8612965,-0.73570436
409,1,0,0,1,1,2,0,6.0414176,0,0,0,-0.22760549,-1.8612965,-0.73570436
410,1,0,0,1,2,3,0,6.5562987,0,0,0,-0.22760549,-1.8612965,-0.73570436
411,1,0,0,1,6,4,1,6.8193965,0,108,0,-0.22760549,-1.8612965,-0.73570436
412,1,0,0,1,2,4,1,7.001718,0,137,0,-0.22760549,-1.8612965,-0.73570436
413,1,0,0,0,2,4,0,6.0749559,17,62,6.1599998,-0.90201777,-1.7544729,-0.29825708
414,1,0,0,1,2,4,0,7.4957366,28,130,22.219999,-0.51606953,-1.8052335,-0.95792496
415,1,0,0,1,1,4,0,7.4782972,15,184,13.42,-0.51606953,-1.8052335,-0.95792496
416,1,0,0,0,4,4,1,6.66014,27,280,17.6,-0.42873859,-1.8124036,-0.42495102
417,1,0,0,0,4,4,1,6.6581841,21,348,31.68,-0.42873859,-1.8124036,-0.42495102
418,1,0,0,0,4,4,1,7.2441196,15,262,17.82,-0.42873859,-1.8124036,-0.42495102
419,1,0,0,0,2,4,0,5.7207842,13,303,0,-0.42873859,-1.8124036,-0.42495102
420,1,0,0,1,3,6,0,7.6626387,19,190,0,-0.91808963,-1.8286079,-0.43442354
421,1,0,0,1,2,5,1,5.583436,3,73,10.12,-0.91808963,-1.8286079,-0.43442354
422,1,0,0,1,4,7,1,7.2324438,14,153,23.540001,-0.70193106,-1.801492,-0.59696466
423,1,0,0,1,2,6,0,8.4567738,30,174,13.2,-0.70193106,-1.801492,-0.59696466
424,1,0,0,1,2,4,0,7.4255323,14,166,13.86,-0.70193106,-1.801492,-0.59696466
425,0,1,0,1,4,5,1,7.8508096,27,433,26.620001,-0.29646596,-1.6191703,-0.41464302
426,0,1,0,1,4,5,1,7.7620044,14,162,16.059999,-0.29646596,-1.6191703,-0.41464302
427,0,0,1,1,4,4,1,7.309339,8,204,27.719999,-0.23192742,-1.6191703,-0.41464302
428,1,0,0,1,3,4,1,7.2213163,11,145,6.3800001,-0.70193106,-1.801492,-0.59696466
429,0,0,1,1,2,2,0,6.8193965,15,123,13.86,-0.23192742,-1.6191703,-0.41464302
430,1,0,0,1,4,3,1,7.2969413,11,111,2.8599999,-0.70193106,-1.801492,-0.59696466
431,1,0,0,1,3,3,1,7.2336011,4,72,4.4000001,-0.70193106,-1.801492,-0.59696466
432,1,0,0,1,1,2,0,6.4089189,4,165,2.8599999,-0.70193106,-1.801492,-0.59696466
433,1,0,0,1,2,4,1,6.714036,16,187,5.2800002,-0.70193106,-1.801492,-0.59696466
434,1,0,0,1,2,3,1,7.2311935,12,129,5.2800002,-0.70193106,-1.801492,-0.59696466
435,1,0,0,1,3,4,1,6.1150761,12,189,12.98,-0.70193106,-1.801492,-0.59696466
436,1,0,0,1,5,3,1,7.3807883,29,189,22.219999,-0.70193106,-1.801492,-0.59696466
437,1,0,0,1,2,4,1,7.0187483,17,129,19.360001,-0.70193106,-1.801492,-0.59696466
438,1,0,0,1,3,4,1,3.7546713,27,294,13.86,-0.70193106,-1.801492,-0.59696466
439,1,0,0,1,1,4,0,3.0127339,12,140,11,-0.70193106,-1.801492,-0.59696466
440,1,0,0,1,1,4,0,6.8681865,11,96,8.3599997,-0.70193106,-1.801492,-0.59696466
441,1,0,0,1,2,4,0,6.883935,14,148,16.719999,-0.70193106,-1.801492,-0.59696466
442,1,0,0,1,1,2,0,6.9422941,12,185,11,-0.70193106,-1.801492,-0.59696466
443,1,0,0,1,1,2,0,5.7207842,5,138,7.48,-0.70193106,-1.801492,-0.59696466
444,0,0,1,1,5,5,1,7.1890426,22,247,23.1,-0.23192742,-1.6191703,-0.41464302
445,0,1,0,1,3,4,0,6.973547,39,134,23.1,-0.29646596,-1.6191703,-0.41464302
446,1,0,0,1,2,4,1,7.0966072,31,111,16.719999,-0.70193106,-1.801492,-0.59696466
447,1,0,0,1,3,3,1,5.9038,33,129,16.719999,-0.70193106,-1.801492,-0.59696466
448,1,0,0,1,2,4,1,6.1262493,8,141,16.719999,-0.70193106,-1.801492,-0.59696466
449,1,0,0,1,2,4,0,6.924757,11,111,13.86,-0.70193106,-1.801492,-0.59696466
450,1,0,0,1,1,3,0,5.5776834,0,120,0,-0.23307627,-1.8766443,-0.67739218
451,1,0,0,1,4,4,1,8.07691,24,321,0,-0.62598473,-1.7283075,-0.29809263
452,1,0,0,1,2,4,0,6.9096432,20,134,4.8400002,-0.62598473,-1.7283075,-0.29809263
453,1,0,0,1,3,5,1,7.7810855,26,158,0,-0.62598473,-1.7283075,-0.29809263
454,1,0,0,1,2,5,0,8.3010006,8,74,0,-0.62598473,-1.7283075,-0.29809263
455,1,0,0,1,4,5,1,8.553998,17,155,0,-0.62598473,-1.7283075,-0.29809263
456,1,0,0,1,4,4,1,6.9077125,4,162,14.08,-1.1116781,-1.7288402,-0.29809263
457,1,0,0,1,2,3,0,7.3474069,10,175,0,-1.1116781,-1.7288402,-0.29809263
458,1,0,0,1,1,2,0,5.0921755,7,100,0,-1.1116781,-1.7288402,-0.29809263
459,1,0,0,1,3,5,1,6.7040167,8,172,9.46,-1.1116781,-1.7288402,-0.29809263
460,1,0,0,1,1,3,0,6.362638,6,86,10.34,-1.1116781,-1.7288402,-0.29809263
461,1,0,0,1,4,6,1,8.5915203,21,275,0,-1.1116781,-1.7288402,-0.29809263
462,1,0,0,1,1,4,0,5.4151645,7,69,11.44,-1.1116781,-1.7288402,-0.29809263
463,1,0,0,0,3,4,1,6.0572562,7,284,18.26,-0.62701249,-1.9243628,-0.76104993
464,1,0,0,0,3,4,1,7.6666942,18,317,10.34,-0.90201777,-1.7544729,-0.29825708
465,1,0,0,0,3,4,1,8.3564672,10,229,4.1799998,-0.90201777,-1.7544729,-0.29825708
466,0,0,1,0,3,5,1,7.9345379,17,196,26.4,0.19984315,-1.6783862,-0.65314794
467,0,1,0,0,2,4,0,7.8034911,17,245,14.74,0.13530466,-1.6783862,-0.65314794
468,1,0,0,0,2,4,1,6.3027205,8,235,21.120001,-0.27016044,-1.8607079,-0.83546948
469,1,0,0,0,4,4,1,5.7598414,8,196,10.56,-0.27016044,-1.8607079,-0.83546948
470,1,0,0,0,3,4,1,7.7781081,22,379,7.48,-0.27016044,-1.8607079,-0.83546948
471,1,0,0,0,2,4,0,7.7456374,0,179,11.44,-0.27016044,-1.8607079,-0.83546948
472,0,1,0,0,2,4,0,7.262682,3,217,9.6800003,0.13530466,-1.6783862,-0.65314794
473,1,0,0,0,2,3,1,6.6066155,6,177,24.639999,-0.27016044,-1.8607079,-0.83546948
474,1,0,0,1,3,6,1,7.3638864,9,269,0,-0.37719712,-1.8040836,-0.51336354
475,1,0,0,1,2,4,1,7.4071832,31,139,15.4,-0.37719712,-1.8040836,-0.51336354
476,1,0,0,1,4,5,1,6.0971432,0,111,0,-0.37719712,-1.8040836,-0.51336354
477,1,0,0,1,1,2,0,6.0572562,2,34,2.8599999,-0.70193106,-1.801492,-0.59696466
478,1,0,0,0,1,6,0,7.3853412,6,118,7.04,-0.33370528,-1.8021207,-0.43155354
479,0,0,1,0,1,2,0,6.5092416,16,432,5.9400001,0.14252883,-1.6197991,-0.24923204
480,0,1,0,0,2,3,1,7.2810321,14,123,5.5,0.078404345,-1.6197991,-0.24923204
481,0,1,0,0,1,4,0,6.4939742,7,108,15.4,0.078404345,-1.6197991,-0.24923204
482,0,0,1,0,2,4,0,7.9720759,22,343,27.940001,0.14252883,-1.6197991,-0.24923204
483,0,1,0,0,3,4,1,7.410265,12,383,21.780001,-0.22154741,-1.7420412,-0.57872844
484,0,0,1,0,2,4,0,7.8002257,22,432,17.16,-0.00607856,-1.7420412,-0.39271238
485,1,0,0,1,1,3,0,5.9031057,6,51,6.3800001,-0.22760549,-1.8612965,-0.73570436
486,1,0,0,1,2,4,0,7.5744748,9,196,31.9,-0.22760549,-1.8612965,-0.73570436
487,1,0,0,1,1,4,0,7.0291171,0,84,14.74,-0.22760549,-1.8612965,-0.73570436
488,1,0,0,1,2,4,0,7.1276979,17,88,19.139999,-0.22760549,-1.8612965,-0.73570436
489,1,0,0,1,2,3,1,7.2508903,12,275,31.9,-0.22760549,-1.8612965,-0.73570436
490,1,0,0,1,1,3,0,7.6666942,11,167,44.66,-0.22760549,-1.8612965,-0.73570436
491,1,0,0,1,2,4,1,7.5925865,13,147,19.139999,-0.22760549,-1.8612965,-0.73570436
492,0,1,0,1,3,4,1,8.076088,22,245,26.620001,0.17785959,-1.6789749,-0.55839533
493,0,1,0,1,4,4,1,8.448637,18,294,21.34,0.17785959,-1.6789749,-0.55839533
494,0,1,0,1,2,4,1,7.2683468,5,185,5.9400001,0.17785959,-1.6789749,-0.55839533
495,1,0,0,1,3,4,1,6.7504034,1,80,10.78,-0.22760549,-1.8612965,-0.73570436
496,1,0,0,1,2,4,1,7.0779929,3,59,9.46,-0.22760549,-1.8612965,-0.73570436
497,0,1,0,1,4,5,1,7.4664998,0,196,13.42,0.17785959,-1.6789749,-0.55839533
498,1,0,0,1,1,4,0,6.5536933,0,294,0,-0.22760549,-1.8612965,-0.73570436
499,1,0,0,1,2,3,0,5.7207842,0,98,22.219999,-0.22760549,-1.8612965,-0.73570436
500,1,0,0,0,3,4,0,5.5904512,14,264,12.54,-0.46280986,-1.8612965,-0.29809263
501,1,0,0,0,2,4,0,7.3401723,9,137,13.64,-0.46280986,-1.8612965,-0.29809263
502,1,0,0,0,2,4,0,5.1319971,2,101,14.3,-0.46280986,-1.8612965,-0.29809263
503,1,0,0,0,2,4,0,6.4180894,3,118,11.88,-0.46280986,-1.8612965,-0.29809263
504,1,0,0,0,3,6,1,7.9597192,6,167,14.3,-0.46280986,-1.8612965,-0.29809263
505,1,0,0,0,3,4,1,6.6762958,3,108,20.459999,-0.46280986,-1.8612965,-0.29809263
506,1,0,0,0,2,4,0,3.4181991,8,236,32.779999,-0.46280986,-1.8612965,-0.29809263
507,1,0,0,0,3,6,1,6.1262493,10,124,18.48,-0.46280986,-1.8612965,-0.29809263
508,0,1,0,1,2,3,0,7.1871214,14,263,19.799999,-0.11060438,-1.6229119,-0.77560341
509,1,0,0,1,2,6,0,8.1299791,15,84,13.42,-0.51606953,-1.8052335,-0.95792496
510,1,0,0,0,4,4,1,5.7535739,22,228,24.639999,-0.27016044,-1.8607079,-0.83546948
511,1,0,0,0,2,4,1,6.4627213,16,75,18.26,-0.27016044,-1.8607079,-0.83546948
512,0,1,0,0,4,4,1,7.9954839,16,229,17.6,0.13530466,-1.6783862,-0.65314794
513,0,1,0,0,4,7,1,7.9096408,8,196,15.18,0.13530466,-1.6783862,-0.65314794
514,0,1,0,0,3,4,1,8.0910282,4,147,22.219999,0.13530466,-1.6783862,-0.65314794
515,0,1,0,0,1,3,0,6.4139314,16,392,52.799999,0.13530466,-1.6783862,-0.65314794
516,0,1,0,0,4,4,1,7.8024731,1,147,22.219999,0.13530466,-1.6783862,-0.65314794
517,0,1,0,0,4,5,1,5.8160944,7,204,28.16,0.13530466,-1.6783862,-0.65314794
518,1,0,0,0,4,5,1,7.6666942,28,392,28.16,-0.27016044,-1.8607079,-0.83546948
519,1,0,0,0,3,1,1,6.1907878,8,333,0,-0.27016044,-1.8607079,-0.83546948
520,1,0,0,0,1,5,0,6.5769711,6,353,0,-0.27016044,-1.8607079,-0.83546948
521,1,0,0,0,2,3,0,6.586483,0,461,0,-0.27016044,-1.8607079,-0.83546948
522,0,1,0,0,2,4,0,8.7073078,0,294,0,0.13530466,-1.6783862,-0.65314794
523,1,0,0,0,3,6,0,7.6508555,7,126,8.1400003,-0.36161208,-1.845427,-0.29190397
524,1,0,0,0,2,4,1,6.3843307,16,143,8.1400003,-0.36161208,-1.845427,-0.29190397
525,1,0,0,0,3,3,0,6.9147067,22,222,12.32,-0.36161208,-1.845427,-0.29190397
526,1,0,0,0,2,3,0,6.9445596,29,135,13.86,-0.36161208,-1.845427,-0.29190397
527,1,0,0,0,1,2,0,5.3400116,4,87,2.4200001,-0.36161208,-1.845427,-0.29190397
528,0,1,0,1,1,4,0,7.3694429,16,277,11.66,-0.7135669,-1.5142425,-0.11577111
529,0,1,0,1,4,4,1,8.0902491,19,222,20.459999,-0.7135669,-1.5142425,-0.11577111
530,0,1,0,1,5,5,1,7.8002257,34,208,13.64,-0.7135669,-1.5142425,-0.11577111
531,0,1,0,1,2,4,1,9.2233343,48,319,15.4,-0.7135669,-1.5142425,-0.11577111
532,0,1,0,1,2,2,0,6.1563473,0,0,0,-0.29646596,-1.6191703,-0.41464302
533,1,0,0,0,2,3,1,7.7351317,17,324,12.98,-0.61655658,-1.9243628,-0.76104993
534,1,0,0,0,1,4,0,7.1598291,31,330,10.56,-0.61655658,-1.9243628,-0.76104993
535,1,0,0,0,2,4,1,7.5796828,22,293,26.18,-0.61655658,-1.9243628,-0.76104993
536,1,0,0,0,1,4,0,7.1548762,11,272,16.280001,-0.61655658,-1.9243628,-0.76104993
537,1,0,0,0,1,4,0,6.3886137,11,230,13.86,-0.61655658,-1.9243628,-0.76104993
538,0,0,1,0,2,4,0,9.2544708,17,322,16.5,0.14252883,-1.6197991,-0.24923204
539,1,0,0,0,3,4,0,6.2062922,18,126,11.66,-0.33370528,-1.8021207,-0.43155354
540,1,0,0,0,3,4,1,8.1247215,13,148,12.32,-0.33370528,-1.8021207,-0.43155354
541,0,1,0,0,3,4,0,7.6643105,9,249,10.34,0.078404345,-1.6197991,-0.24923204
542,0,1,0,0,3,5,1,8.2398243,20,346,5.5,0.078404345,-1.6197991,-0.24923204
543,1,0,0,0,3,4,1,7.3273125,14,151,9.8999996,-0.33370528,-1.8021207,-0.43155354
544,0,1,0,0,4,5,1,8.4275436,10,266,13.42,0.078404345,-1.6197991,-0.24923204
545,1,0,0,0,4,5,1,6.7503324,26,173,17.16,-0.33370528,-1.8021207,-0.43155354
546,1,0,0,0,3,5,0,7.270278,17,210,17.379999,-0.33370528,-1.8021207,-0.43155354
