LnElectricity,LnWater,LnGas,Constant,LnPriceElect,LnPriceWater,LnPriceGas,IndSocio1,IndSocio2,Altitude,Nrooms,HouseholdMem,Lnincome,Constant,LnPriceWater,LnPriceElect,LnPriceGas,IndSocio1,IndSocio2,Nrooms,HouseholdMem,Constant,LnPriceWater,LnPriceElect,LnPriceGas,IndSocio1,IndSocio2,Altitude,Nrooms,HouseholdMem
5.129898715,2.564949357,2.563409711,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,4,3,6.5280037,1,-0.33370528,-1.8021207,-0.43155354,1,0,4,3,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,4,3
4.219507705,2.079441542,2.719978772,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,4,3,6.614408,1,-0.33370528,-1.8021207,-0.43155354,1,0,4,3,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,4,3
4.86753445,2.995732274,2.123458391,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,4,2,5.9831486,1,-0.33370528,-1.8021207,-0.43155354,1,0,4,2,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,4,2
5.192956851,3.496507561,2.816605548,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,5,2,6.4153824,1,-0.33370528,-1.8021207,-0.43155354,1,0,5,2,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,5,2
5.068904202,3.401197382,2.705379973,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,5,5,8.5912371,1,-0.33370528,-1.8021207,-0.43155354,1,0,5,5,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,5,5
5.556828062,2.564949357,2.270061932,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,7,3,7.7850065,1,-0.33370528,-1.8021207,-0.43155354,1,0,7,3,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,7,3
4.997212274,2.397895273,2.19944439,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,6,3,7.0803676,1,-0.33370528,-1.8021207,-0.43155354,1,0,6,3,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,6,3
4.795790546,3.36729583,2.456164181,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,5,1,5.800827,1,-0.33370528,-1.8021207,-0.43155354,1,0,5,1,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,5,1
6.131226489,3.583518938,3.26499576,1,-1.9243628,-0.62701249,-0.76104993,1,0,0,4,4,7.8959146,1,-0.62701249,-1.9243628,-0.76104993,1,0,4,4,1,-0.62701249,-1.9243628,-0.76104993,1,0,0,4,4
5.811140993,3.17805383,3.26499576,1,-1.9243628,-0.62701249,-0.76104993,1,0,0,3,1,6.9518857,1,-0.62701249,-1.9243628,-0.76104993,1,0,3,1,1,-0.62701249,-1.9243628,-0.76104993,1,0,0,3,1
6.131226489,3.465735903,2.974508637,1,-1.9243628,-0.62701249,-0.76104993,1,0,0,4,3,8.9479589,1,-0.62701249,-1.9243628,-0.76104993,1,0,4,3,1,-0.62701249,-1.9243628,-0.76104993,1,0,0,4,3
4.356708827,3.401197382,3.337902531,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,5,1,6.714036,1,-0.27016044,-1.8607079,-0.83546948,1,0,5,1,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,5,1
5.375278408,3.526360525,2.357073278,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,4,2,7.1720076,1,-0.27016044,-1.8607079,-0.83546948,1,0,4,2,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,4,2
5.780743516,3.688879454,2.867898902,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,4,3,6.8521862,1,-0.27016044,-1.8607079,-0.83546948,1,0,4,3,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,4,3
4.477336814,2.079441542,1.853168113,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,4,1,6.2382674,1,-0.27016044,-1.8607079,-0.83546948,1,0,4,1,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,4,1
4.779123493,2.197224577,2.880321422,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,5,5,7.0661263,1,-0.27016044,-1.8607079,-0.83546948,1,0,5,5,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,5,5
4.997212274,1.791759469,1.887069634,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,3,4,5.9798355,1,-0.27016044,-1.8607079,-0.83546948,1,0,3,4,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,3,4
5.236441963,2.397895273,2.748552144,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,5,2,7.2349954,1,-0.27016044,-1.8607079,-0.83546948,1,0,5,2,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,5,2
2.63905733,1.609437912,2.336019869,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,3,3,5.7903104,1,-0.27016044,-1.8607079,-0.83546948,1,0,3,3,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,3,3
4.672828834,2.48490665,2.174751744,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,1,6.4627213,1,-0.70193106,-1.801492,-0.59696466,1,0,3,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,1
4.418840608,2.397895273,1.704748092,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,1,7.400991,1,-0.70193106,-1.801492,-0.59696466,1,0,3,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,1
4.454347296,0.693147181,2.223541864,1,-1.6191703,-0.29646596,-0.41464302,0,1,1,3,2,6.4139314,1,-0.29646596,-1.6191703,-0.41464302,0,1,3,2,1,-0.29646596,-1.6191703,-0.41464302,0,1,1,3,2
4.997212274,2.079441542,3.851848325,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,3,7.0109348,1,-0.70193106,-1.801492,-0.59696466,1,0,3,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,3
5.220355825,2.63905733,3.100992739,1,-1.801492,-0.70193106,-0.59696466,1,0,1,6,3,6.766933,1,-0.70193106,-1.801492,-0.59696466,1,0,6,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,6,3
5.493061443,2.564949357,3.168003494,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,3,6.5092416,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,3
5.332718793,2.708050201,3.213260126,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,3,8.030014,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,3
4.718498871,2.197224577,2.397895273,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,3,2,6.7244754,1,-0.23307627,-1.8766443,-0.67739218,1,0,3,2,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,3,2
5.081404365,2.995732274,3.879499855,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,2,7.1558685,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,2,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,2
4.836281907,2.564949357,3.0708397,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,3,4,7.4255323,1,-0.23307627,-1.8766443,-0.67739218,1,0,3,4,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,3,4
4.317488114,2.197224577,2.705379973,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,3,3,6.8025894,1,-0.23307627,-1.8766443,-0.67739218,1,0,3,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,3,3
5.147494477,2.944438979,2.336019869,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,4,7.3147025,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,4,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,4
4.912654886,1.791759469,1.376244025,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,3,8.8746548,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,3
5.509388337,3.36729583,3.673258099,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,5,7.0369692,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,5,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,5
5.147494477,2.708050201,2.996731774,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,3,3,5.9365673,1,-0.23307627,-1.8766443,-0.67739218,1,0,3,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,3,3
5.017279837,2.302585093,3.007660844,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,3,3,7.1317711,1,-0.23307627,-1.8766443,-0.67739218,1,0,3,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,3,3
5.786897381,2.564949357,2.357073278,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,3,3,7.0966072,1,-0.23307627,-1.8766443,-0.67739218,1,0,3,3,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,3,3
5.192956851,3.465735903,4.003325146,1,-1.8766443,-0.23307627,-0.67739218,1,0,1,4,7,7.1558685,1,-0.23307627,-1.8766443,-0.67739218,1,0,4,7,1,-0.23307627,-1.8766443,-0.67739218,1,0,1,4,7
5.749392986,3.433987204,3.30615387,1,-1.7420412,-0.22154741,-0.57872844,0,1,0,4,2,7.8043838,1,-0.22154741,-1.7420412,-0.57872844,0,1,4,2,1,-0.22154741,-1.7420412,-0.57872844,0,1,0,4,2
5.564520407,3.17805383,2.613006652,1,-1.7420412,-1.4925728,-0.39271238,0,1,0,6,1,5.9031057,1,-1.4925728,-1.7420412,-0.39271238,0,1,6,1,1,-1.4925728,-1.7420412,-0.39271238,0,1,0,6,1
5.802118375,2.944438979,3.120601256,1,-1.7420412,-1.4925728,-0.39271238,0,1,0,4,2,3.8777316,1,-1.4925728,-1.7420412,-0.39271238,0,1,4,2,1,-1.4925728,-1.7420412,-0.39271238,0,1,0,4,2
6.171700597,3.433987204,3.535728275,1,-1.7420412,-1.4925728,-0.39271238,0,1,0,5,4,6.926755,1,-1.4925728,-1.7420412,-0.39271238,0,1,5,4,1,-1.4925728,-1.7420412,-0.39271238,0,1,0,5,4
6.095824562,2.302585093,3.298056586,1,-1.7420412,-1.4925728,-0.39271238,0,1,0,5,2,6.9396458,1,-1.4925728,-1.7420412,-0.39271238,0,1,5,2,1,-1.4925728,-1.7420412,-0.39271238,0,1,0,5,2
6.206575927,3.044522438,3.585738751,1,-1.7420412,-1.4925728,-0.39271238,0,1,0,5,3,6.6969151,1,-1.4925728,-1.7420412,-0.39271238,0,1,5,3,1,-1.4925728,-1.7420412,-0.39271238,0,1,0,5,3
5.973809612,3.761200116,3.353406718,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,5,4,8.4718943,1,-0.22760549,-1.8612965,-0.73570436,1,0,5,4,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,5,4
5.117993812,2.63905733,2.546315278,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,3,8.0569649,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,3,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,3
5.789960171,3.33220451,3.46260601,1,-1.6789749,0.17785959,-0.55839533,0,1,1,5,3,7.1070786,1,0.17785959,-1.6789749,-0.55839533,0,1,5,3,1,0.17785959,-1.6789749,-0.55839533,0,1,1,5,3
4.919980926,3.496507561,3.799078246,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,4,7.7539201,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,4,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,4
3.970291914,0.693147181,2.149433902,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,3,2,7.7154846,1,-0.22760549,-1.8612965,-0.73570436,1,0,3,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,3,2
4.770684624,2.63905733,2.951780334,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,3,7.6002493,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,3,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,3
4.127134385,2.833213344,1.818076745,1,-1.7544729,-0.90201777,-0.29825708,1,0,0,4,2,6.0749559,1,-0.90201777,-1.7544729,-0.29825708,1,0,4,2,1,-0.90201777,-1.7544729,-0.29825708,1,0,0,4,2
4.86753445,3.33220451,3.100992739,1,-1.8052335,-0.51606953,-0.95792496,1,0,1,4,2,7.4957366,1,-0.51606953,-1.8052335,-0.95792496,1,0,4,2,1,-0.51606953,-1.8052335,-0.95792496,1,0,1,4,2
5.214935758,2.708050201,2.596746132,1,-1.8052335,-0.51606953,-0.95792496,1,0,1,4,1,7.4782972,1,-0.51606953,-1.8052335,-0.95792496,1,0,4,1,1,-0.51606953,-1.8052335,-0.95792496,1,0,1,4,1
5.634789603,3.295836866,2.867898902,1,-1.8124036,-0.42873859,-0.42495102,1,0,0,4,4,6.66014,1,-0.42873859,-1.8124036,-0.42495102,1,0,4,4,1,-0.42873859,-1.8124036,-0.42495102,1,0,0,4,4
5.85220248,3.044522438,3.455685567,1,-1.8124036,-0.42873859,-0.42495102,1,0,0,4,4,6.6581841,1,-0.42873859,-1.8124036,-0.42495102,1,0,4,4,1,-0.42873859,-1.8124036,-0.42495102,1,0,0,4,4
5.568344504,2.708050201,2.880321422,1,-1.8124036,-0.42873859,-0.42495102,1,0,0,4,4,7.2441196,1,-0.42873859,-1.8124036,-0.42495102,1,0,4,4,1,-0.42873859,-1.8124036,-0.42495102,1,0,0,4,4
4.290459441,1.098612289,2.314513664,1,-1.8286079,-0.91808963,-0.43442354,1,0,1,5,2,5.583436,1,-0.91808963,-1.8286079,-0.43442354,1,0,5,2,1,-0.91808963,-1.8286079,-0.43442354,1,0,1,5,2
5.030437921,2.63905733,3.158701144,1,-1.801492,-0.70193106,-0.59696466,1,0,1,7,4,7.2324438,1,-0.70193106,-1.801492,-0.59696466,1,0,7,4,1,-0.70193106,-1.801492,-0.59696466,1,0,1,7,4
5.159055299,3.401197382,2.58021683,1,-1.801492,-0.70193106,-0.59696466,1,0,1,6,2,8.4567738,1,-0.70193106,-1.801492,-0.59696466,1,0,6,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,6,2
5.111987788,2.63905733,2.629006994,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,7.4255323,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
6.070737728,3.295836866,3.281662851,1,-1.6191703,-0.29646596,-0.41464302,0,1,1,5,4,7.8508096,1,-0.29646596,-1.6191703,-0.41464302,0,1,5,4,1,-0.29646596,-1.6191703,-0.41464302,0,1,1,5,4
5.087596335,2.63905733,2.776331646,1,-1.6191703,-0.29646596,-0.41464302,0,1,1,5,4,7.7620044,1,-0.29646596,-1.6191703,-0.41464302,0,1,5,4,1,-0.29646596,-1.6191703,-0.41464302,0,1,1,5,4
5.318119994,2.079441542,3.322154138,1,-1.6191703,-0.23192742,-0.41464302,0,0,1,4,4,7.309339,1,-0.23192742,-1.6191703,-0.41464302,0,0,4,4,1,-0.23192742,-1.6191703,-0.41464302,0,0,1,4,4
4.976733742,2.397895273,1.853168113,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,3,7.2213163,1,-0.70193106,-1.801492,-0.59696466,1,0,4,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,3
4.812184355,2.708050201,2.629006994,1,-1.6191703,-0.23192742,-0.41464302,0,0,1,2,2,6.8193965,1,-0.23192742,-1.6191703,-0.41464302,0,0,2,2,1,-0.23192742,-1.6191703,-0.41464302,0,0,1,2,2
4.709530201,2.397895273,1.05082159,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,4,7.2969413,1,-0.70193106,-1.801492,-0.59696466,1,0,3,4,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,4
4.276666119,1.386294361,1.481604564,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,3,7.2336011,1,-0.70193106,-1.801492,-0.59696466,1,0,3,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,3
5.105945474,1.386294361,1.05082159,1,-1.801492,-0.70193106,-0.59696466,1,0,1,2,1,6.4089189,1,-0.70193106,-1.801492,-0.59696466,1,0,2,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,2,1
5.231108617,2.772588722,1.663926136,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,6.714036,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
4.859812404,2.48490665,1.663926136,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,2,7.2311935,1,-0.70193106,-1.801492,-0.59696466,1,0,3,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,2
5.241747015,2.48490665,2.563409711,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,3,6.1150761,1,-0.70193106,-1.801492,-0.59696466,1,0,4,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,3
5.241747015,3.36729583,3.100992739,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,5,7.3807883,1,-0.70193106,-1.801492,-0.59696466,1,0,3,5,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,5
4.859812404,2.833213344,2.963209134,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,7.0187483,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
5.683579767,3.295836866,2.629006994,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,3,3.7546713,1,-0.70193106,-1.801492,-0.59696466,1,0,4,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,3
4.941642423,2.48490665,2.397895273,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,1,3.0127339,1,-0.70193106,-1.801492,-0.59696466,1,0,4,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,1
4.564348191,2.397895273,2.123458391,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,1,6.8681865,1,-0.70193106,-1.801492,-0.59696466,1,0,4,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,1
4.997212274,2.63905733,2.816605548,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,6.883935,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
5.220355825,2.48490665,2.397895273,1,-1.801492,-0.70193106,-0.59696466,1,0,1,2,1,6.9422941,1,-0.70193106,-1.801492,-0.59696466,1,0,2,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,2,1
4.927253685,1.609437912,2.012232792,1,-1.801492,-0.70193106,-0.59696466,1,0,1,2,1,5.7207842,1,-0.70193106,-1.801492,-0.59696466,1,0,2,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,2,1
5.509388337,3.091042453,3.139832618,1,-1.6191703,-0.23192742,-0.41464302,0,0,1,5,5,7.1890426,1,-0.23192742,-1.6191703,-0.41464302,0,0,5,5,1,-0.23192742,-1.6191703,-0.41464302,0,0,1,5,5
4.8978398,3.663561646,3.139832618,1,-1.6191703,-0.29646596,-0.41464302,0,1,1,4,3,6.973547,1,-0.29646596,-1.6191703,-0.41464302,0,1,4,3,1,-0.29646596,-1.6191703,-0.41464302,0,1,1,4,3
4.709530201,3.433987204,2.816605548,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,7.0966072,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
4.859812404,3.496507561,2.816605548,1,-1.801492,-0.70193106,-0.59696466,1,0,1,3,3,5.9038,1,-0.70193106,-1.801492,-0.59696466,1,0,3,3,1,-0.70193106,-1.801492,-0.59696466,1,0,1,3,3
4.94875989,2.079441542,2.816605548,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,6.1262493,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
4.709530201,2.397895273,2.629006994,1,-1.801492,-0.70193106,-0.59696466,1,0,1,4,2,6.924757,1,-0.70193106,-1.801492,-0.59696466,1,0,4,2,1,-0.70193106,-1.801492,-0.59696466,1,0,1,4,2
4.8978398,2.995732274,1.576914762,1,-1.7283075,-0.62598473,-0.29809263,1,0,1,4,2,6.9096432,1,-0.62598473,-1.7283075,-0.29809263,1,0,4,2,1,-0.62598473,-1.7283075,-0.29809263,1,0,1,4,2
5.087596335,1.386294361,2.644755351,1,-1.7288402,-1.1116781,-0.29809263,1,0,1,4,4,6.9077125,1,-1.1116781,-1.7288402,-0.29809263,1,0,4,4,1,-1.1116781,-1.7288402,-0.29809263,1,0,1,4,4
5.147494477,2.079441542,2.247072383,1,-1.7288402,-1.1116781,-0.29809263,1,0,1,5,3,6.7040167,1,-1.1116781,-1.7288402,-0.29809263,1,0,5,3,1,-1.1116781,-1.7288402,-0.29809263,1,0,1,5,3
4.454347296,1.791759469,2.336019869,1,-1.7288402,-1.1116781,-0.29809263,1,0,1,3,1,6.362638,1,-1.1116781,-1.7288402,-0.29809263,1,0,3,1,1,-1.1116781,-1.7288402,-0.29809263,1,0,1,3,1
4.234106505,1.945910149,2.437115986,1,-1.7288402,-1.1116781,-0.29809263,1,0,1,4,1,5.4151645,1,-1.1116781,-1.7288402,-0.29809263,1,0,4,1,1,-1.1116781,-1.7288402,-0.29809263,1,0,1,4,1
5.648974238,1.945910149,2.904712875,1,-1.9243628,-0.62701249,-0.76104993,1,0,0,4,3,6.0572562,1,-0.62701249,-1.9243628,-0.76104993,1,0,4,3,1,-0.62701249,-1.9243628,-0.76104993,1,0,0,4,3
5.758901774,2.890371758,2.336019869,1,-1.7544729,-0.90201777,-0.29825708,1,0,0,4,3,7.6666942,1,-0.90201777,-1.7544729,-0.29825708,1,0,4,3,1,-0.90201777,-1.7544729,-0.29825708,1,0,0,4,3
5.433722004,2.302585093,1.430311199,1,-1.7544729,-0.90201777,-0.29825708,1,0,0,4,3,8.3564672,1,-0.90201777,-1.7544729,-0.29825708,1,0,4,3,1,-0.90201777,-1.7544729,-0.29825708,1,0,0,4,3
5.278114659,2.833213344,3.27336401,1,-1.6783862,0.19984315,-0.65314794,0,0,0,5,3,7.9345379,1,0.19984315,-1.6783862,-0.65314794,0,0,5,3,1,0.19984315,-1.6783862,-0.65314794,0,0,0,5,3
5.501258211,2.833213344,2.690564887,1,-1.6783862,0.13530466,-0.65314794,0,1,0,4,2,7.8034911,1,0.13530466,-1.6783862,-0.65314794,0,1,4,2,1,0.13530466,-1.6783862,-0.65314794,0,1,0,4,2
5.459585514,2.079441542,3.050220506,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,4,2,6.3027205,1,-0.27016044,-1.8607079,-0.83546948,1,0,4,2,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,4,2
5.278114659,2.079441542,2.357073278,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,4,4,5.7598414,1,-0.27016044,-1.8607079,-0.83546948,1,0,4,4,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,4,4
5.937536205,3.091042453,2.012232792,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,4,3,7.7781081,1,-0.27016044,-1.8607079,-0.83546948,1,0,4,3,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,4,3
5.379897354,1.098612289,2.270061932,1,-1.6783862,0.13530466,-0.65314794,0,1,0,4,2,7.262682,1,0.13530466,-1.6783862,-0.65314794,0,1,4,2,1,0.13530466,-1.6783862,-0.65314794,0,1,0,4,2
5.176149733,1.791759469,3.204371098,1,-1.8607079,-0.27016044,-0.83546948,1,0,0,3,2,6.6066155,1,-0.27016044,-1.8607079,-0.83546948,1,0,3,2,1,-0.27016044,-1.8607079,-0.83546948,1,0,0,3,2
4.934473933,3.433987204,2.734367509,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,2,7.4071832,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,2,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,2
3.526360525,0.693147181,1.05082159,1,-1.801492,-0.70193106,-0.59696466,1,0,1,2,1,6.0572562,1,-0.70193106,-1.801492,-0.59696466,1,0,2,1,1,-0.70193106,-1.801492,-0.59696466,1,0,1,2,1
4.770684624,1.791759469,1.95160817,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,6,1,7.3853412,1,-0.33370528,-1.8021207,-0.43155354,1,0,6,1,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,6,1
6.068425588,2.772588722,1.78170915,1,-1.6197991,0.14252883,-0.24923204,0,0,0,2,1,6.5092416,1,0.14252883,-1.6197991,-0.24923204,0,0,2,1,1,0.14252883,-1.6197991,-0.24923204,0,0,0,2,1
4.812184355,2.63905733,1.704748092,1,-1.6197991,0.078404345,-0.24923204,0,1,0,3,2,7.2810321,1,0.078404345,-1.6197991,-0.24923204,0,1,3,2,1,0.078404345,-1.6197991,-0.24923204,0,1,0,3,2
4.682131227,1.945910149,2.734367509,1,-1.6197991,0.078404345,-0.24923204,0,1,0,4,1,6.4939742,1,0.078404345,-1.6197991,-0.24923204,0,1,4,1,1,0.078404345,-1.6197991,-0.24923204,0,1,0,4,1
5.837730447,3.091042453,3.33005939,1,-1.6197991,0.14252883,-0.24923204,0,0,0,4,2,7.9720759,1,0.14252883,-1.6197991,-0.24923204,0,0,4,2,1,0.14252883,-1.6197991,-0.24923204,0,0,0,4,2
5.948034989,2.48490665,3.080992163,1,-1.7420412,-0.22154741,-0.57872844,0,1,0,4,3,7.410265,1,-0.22154741,-1.7420412,-0.57872844,0,1,4,3,1,-0.22154741,-1.7420412,-0.57872844,0,1,0,4,3
6.068425588,3.091042453,2.842581094,1,-1.7420412,-0.00607856,-0.39271238,0,0,0,4,2,7.8002257,1,-0.00607856,-1.7420412,-0.39271238,0,0,4,2,1,-0.00607856,-1.7420412,-0.39271238,0,0,0,4,2
3.931825633,1.791759469,1.853168113,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,3,1,5.9031057,1,-0.22760549,-1.8612965,-0.73570436,1,0,3,1,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,3,1
5.278114659,2.197224577,3.46260601,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,2,7.5744748,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,2
4.477336814,2.833213344,2.951780334,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,2,7.1276979,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,2
5.616771098,2.48490665,3.46260601,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,3,2,7.2508903,1,-0.22760549,-1.8612965,-0.73570436,1,0,3,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,3,2
5.117993812,2.397895273,3.799078246,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,3,1,7.6666942,1,-0.22760549,-1.8612965,-0.73570436,1,0,3,1,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,3,1
4.990432587,2.564949357,2.951780334,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,2,7.5925865,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,2
5.501258211,3.091042453,3.281662851,1,-1.6789749,0.17785959,-0.55839533,0,1,1,4,3,8.076088,1,0.17785959,-1.6789749,-0.55839533,0,1,4,3,1,0.17785959,-1.6789749,-0.55839533,0,1,1,4,3
