id,y,cte,x1o,x2o,xi
1202,1,1,0.459893342,1.620280444,0.271004857
1202,1,1,-1.262072644,0.638804299,0.271004857
1203,1,1,-0.922767663,1.267638885,0.575509168
1203,1,1,-0.507783207,0.087361075,0.575509168
1204,1,1,-0.699677697,0.829209104,0.496729836
1204,1,1,0.177001371,-0.847948848,0.496729836
1205,1,1,0.028198271,0.454659543,-0.612322046
1205,1,1,-0.723492374,-0.124962668,-0.612322046
1206,1,1,0.66518109,1.535404686,0.31924198
1206,1,1,-2.421413978,1.137557041,0.31924198
1207,1,1,-0.189353694,1.321345094,-1.593687424
1207,0,1,0.167653457,-1.86246314,-1.593687424
1208,1,1,-1.410666232,-1.143400129,-0.297547746
1208,1,1,-0.920498998,-2.121495727,-0.297547746
1209,0,1,-0.380706358,-2.053668639,-0.531155253
1209,0,1,-1.9983702,-2.563168279,-0.531155253
1210,1,1,-0.410142418,0.18812121,-0.479014289
1210,1,1,0.936544962,1.214266773,-0.479014289
1211,1,1,0.056468333,-0.680574293,-0.270593326
1211,1,1,-2.379970566,1.05660423,-0.270593326
1212,1,1,1.914355801,-0.186548942,1.364428903
1212,1,1,2.281906421,1.897918523,1.364428903
1213,0,1,0.832624543,-0.652363853,-0.186645974
1213,1,1,-1.025056871,0.344337199,-0.186645974
1214,0,1,0.287344913,-0.825692514,-0.259375965
1214,1,1,-0.296009152,1.868919651,-0.259375965
1215,0,1,-0.197657827,-0.162944603,-0.140090795
1215,1,1,-0.299233317,1.660813432,-0.140090795
1216,1,1,-0.967240758,0.29690808,0.332519746
1216,1,1,-1.657704129,0.510490607,0.332519746
1217,0,1,1.45280926,0.117381921,0.375867829
1217,1,1,-1.86748895,-1.402568417,0.375867829
1218,0,1,0.834052571,1.395140268,-1.194500421
1218,1,1,-2.141215504,-1.267891912,-1.194500421
1219,0,1,0.621816792,-0.142107809,0.281687933
1219,1,1,0.084626384,-0.052491978,0.281687933
1220,1,1,-0.205835323,0.586491903,-0.108102672
1220,1,1,1.130701941,-0.611160752,-0.108102672
1221,0,1,1.649682117,-0.521499051,0.045383827
1221,1,1,0.436899419,-0.890741411,0.045383827
1222,1,1,0.077149057,1.51556041,0.628073535
1222,1,1,-0.990520181,-1.01181692,0.628073535
1223,1,1,0.484876481,0.415416698,0.622298268
1223,1,1,0.157219868,0.624906532,0.622298268
1224,0,1,1.066494127,0.40478458,0.009662723
1224,1,1,0.428855347,-0.374575464,0.009662723
1225,1,1,0.25271045,0.948932598,0.071884889
1225,1,1,-1.32327497,-0.519642853,0.071884889
1226,1,1,-0.486927147,-0.221949251,1.303024074
1226,1,1,-2.006769464,-0.652958829,1.303024074
1227,1,1,-0.673758251,0.519635966,0.422767664
1227,1,1,-0.292474185,-1.346614283,0.422767664
1228,1,1,-0.633909204,-0.06736949,-0.368901254
1228,1,1,-0.980652061,-0.87348422,-0.368901254
1229,0,1,1.166223078,-0.302724502,-1.163429683
1229,1,1,-0.777458596,-0.199735538,-1.163429683
1230,1,1,-1.351041893,-0.483076103,-0.464749664
1230,1,1,0.60042656,0.927208576,-0.464749664
1231,1,1,0.774748044,1.562736809,0.66157287
1231,1,1,-1.580962033,0.357875622,0.66157287
1232,1,1,0.974503523,1.269016627,0.524247646
1232,1,1,0.422276528,0.059021135,0.524247646
1233,1,1,-0.37103977,0.120312009,0.335480119
1233,1,1,-1.030314086,-1.187389294,0.335480119
1234,1,1,-0.237216311,1.045855967,0.476607815
1234,1,1,0.437929371,-0.447591976,0.476607815
1235,1,1,-0.873927449,-0.14325908,-0.287364522
1235,1,1,-0.43302942,2.348851201,-0.287364522
1236,0,1,0.10283607,0.426092373,-0.995349342
1236,0,1,1.077439247,-0.277591547,-0.995349342
1237,1,1,0.249836358,0.394200333,0.264654787
1237,1,1,-0.027648464,-0.534553576,0.264654787
1238,0,1,1.099790787,1.587002114,-0.648378215
1238,0,1,0.546678863,0.402346775,-0.648378215
1239,1,1,-0.757060478,-0.85646239,1.385571442
1239,1,1,0.677410483,1.804422906,1.385571442
1240,1,1,-0.795294519,-1.063726767,1.626603286
1240,1,1,0.262204004,-0.953861256,1.626603286
1241,0,1,0.803668159,-0.223875927,0.293936168
1241,1,1,-0.228487963,0.481002913,0.293936168
1242,0,1,-0.232586837,-1.178559652,-0.896221362
1242,0,1,-0.489226588,-1.824997694,-0.896221362
1243,1,1,-0.38304782,-0.547690095,-0.59982721
1243,1,1,-2.612613783,-0.292089249,-0.59982721
1244,1,1,-0.586566796,1.029847119,-0.217684122
1244,1,1,0.035736165,-0.04458378,-0.217684122
1245,0,1,-0.713124183,-0.705222129,-0.452748054
1245,1,1,0.743705388,0.299891841,-0.452748054
1246,1,1,0.75336723,-0.418685397,2.395797056
1246,1,1,-0.932002852,1.694895664,2.395797056
1247,1,1,-0.276881404,0.578538415,0.557788928
1247,1,1,-0.630594688,-0.333641907,0.557788928
1248,0,1,0.708255427,-2.415383704,0.994704617
1248,1,1,-1.0509827,0.335792518,0.994704617
1249,0,1,2.150278403,-0.15860522,-2.509285871
1249,1,1,-0.528967228,1.076458454,-2.509285871
1250,1,1,-0.025619254,1.081436167,-0.186878247
1250,1,1,0.189476941,0.71547067,-0.186878247
1251,1,1,0.091498738,2.180112973,-0.0638193
1251,1,1,0.689445515,0.809098913,-0.0638193
1252,1,1,0.392266266,-0.99724196,0.13223451
1252,1,1,-0.028323993,-0.430824968,0.13223451
1253,1,1,-0.580393652,1.65365108,1.309027907
1253,1,1,-1.078367419,2.295143358,1.309027907
1254,1,1,-1.209396371,-0.670729273,-0.80997531
1254,1,1,0.715366528,-0.072273525,-0.80997531
1255,0,1,-0.532520095,-0.414025967,-1.301879925
1255,1,1,-0.833478265,1.663169706,-1.301879925
1256,1,1,-0.185864941,-1.204707601,0.551858424
1256,1,1,1.076985752,-1.312213684,0.551858424
1257,0,1,-0.218769585,-0.952016545,0.759733837
1257,1,1,-0.352338959,-0.691652606,0.759733837
1258,1,1,-1.701309398,0.471007644,0.213630675
1258,1,1,-0.238826189,-1.360698444,0.213630675
1259,0,1,-0.253699526,-1.103740225,0.541346162
1259,1,1,0.518606029,-0.575949361,0.541346162
1260,0,1,0.085313128,-0.733665585,0.133414669
1260,0,1,0.776363415,-0.635549286,0.133414669
1261,0,1,2.029399731,0.286720479,0.198608599
1261,1,1,-0.056441919,-0.734527675,0.198608599
1262,0,1,0.466897058,0.080587929,0.109859299
1262,0,1,1.748770989,0.332061251,0.109859299
1263,1,1,-0.873756194,1.560449493,-0.543408575
1263,1,1,-0.046997802,-0.444171379,-0.543408575
1264,1,1,0.161577484,0.847136949,-0.762359832
1264,0,1,0.112002667,-0.292830343,-0.762359832
1265,1,1,-0.579278885,1.233194806,0.029348027
1265,1,1,0.91961421,-0.973203732,0.029348027
1266,1,1,-0.289068895,0.055869166,-1.835221952
1266,0,1,0.553495266,-0.096920969,-1.835221952
1267,0,1,-0.378761139,0.100183819,-0.400492805
1267,0,1,1.185229805,0.2123104,-0.400492805
1268,1,1,0.00321463,1.371629312,-0.875648466
1268,0,1,1.834249659,-0.850928253,-0.875648466
1269,1,1,-0.240885582,0.750258339,0.834141653
1269,1,1,1.585227269,-0.061529625,0.834141653
1270,0,1,-0.576318426,-0.277495717,-1.8294431
1270,0,1,1.307992368,-1.984887316,-1.8294431
1271,1,1,0.271814337,0.297589228,0.32605146
1271,1,1,-1.010049375,-0.159700509,0.32605146
1272,0,1,0.571666743,0.881581095,-1.397648168
1272,0,1,-0.853203839,-1.953322158,-1.397648168
1273,1,1,-1.279263092,0.598935775,0.564248983
1273,1,1,0.749647698,0.219323634,0.564248983
1274,1,1,1.483790522,1.516125924,0.958204442
1274,1,1,0.776047247,-0.425692588,0.958204442
1275,0,1,1.518592741,0.751324682,0.41001481
1275,1,1,-0.247106459,-0.885950645,0.41001481
1276,1,1,-0.312491495,-0.615599441,0.167699481
1276,1,1,-0.366173546,-0.886518818,0.167699481
1277,0,1,0.534423541,0.77770232,0.083974387
1277,0,1,-0.645148477,-0.037679209,0.083974387
1278,1,1,0.474745454,-0.033150219,0.641045394
1278,1,1,-0.057786361,0.12221446,0.641045394
1279,1,1,-0.496672895,-1.017288291,0.460802073
1279,1,1,0.495510788,-0.674738908,0.460802073
1280,1,1,1.223070258,0.510818658,1.473994474
1280,1,1,0.196323027,0.611402191,1.473994474
1281,1,1,-0.530358555,1.133683189,-2.056425153
1281,0,1,0.109363663,1.064513892,-2.056425153
1282,1,1,-0.309646421,-0.24958735,0.651381559
1282,1,1,-1.049677551,-0.253057254,0.651381559
1283,1,1,-1.438220664,-0.213991044,1.381217843
1283,1,1,1.243627471,-0.508581636,1.381217843
1284,1,1,-0.632200021,1.288459829,-1.016923825
1284,0,1,1.372722516,-0.26565974,-1.016923825
1285,1,1,-0.799939201,-0.495992446,-0.639538619
1285,1,1,-0.323714201,-0.233429431,-0.639538619
1286,1,1,-1.638879826,-0.587889102,-0.614601631
1286,0,1,0.416846471,0.343798663,-0.614601631
1287,1,1,0.63647333,0.831016313,2.327891925
1287,1,1,0.701823823,-0.482069436,2.327891925
1288,0,1,0.803085083,-0.031629882,-0.005902606
1288,1,1,-1.634606175,0.257518718,-0.005902606
1289,1,1,-0.432223173,0.003169619,1.775956042
1289,1,1,-0.258805462,0.464869438,1.775956042
1290,1,1,-0.29459707,-2.230378981,0.256301276
1290,1,1,0.205660118,0.154526713,0.256301276
1291,0,1,0.098951562,-0.990094345,0.082297696
1291,1,1,0.382022891,-0.721963448,0.082297696
1292,1,1,-0.496731698,1.632042314,0.933807278
1292,1,1,0.515639989,1.287150372,0.933807278
1293,1,1,-0.662552981,-0.186050976,-0.73414312
1293,0,1,2.794300594,-1.477703885,-0.73414312
1294,1,1,0.250462191,-0.844666484,-0.330763182
1294,1,1,0.79178645,0.377310335,-0.330763182
1295,0,1,2.781654842,0.116239665,-1.324178303
1295,0,1,0.666076813,-0.828055425,-1.324178303
1296,1,1,-0.199461797,1.129439462,1.663615342
1296,1,1,-1.4162722,-0.753762999,1.663615342
1297,0,1,1.923302134,0.748211701,-1.656165708
1297,0,1,0.601770979,-0.540156106,-1.656165708
1298,1,1,-0.782502131,0.829437593,-0.910905192
1298,1,1,0.653435393,-0.241813627,-0.910905192
1299,1,1,0.424794523,1.276901276,0.360786081
1299,1,1,-1.076394532,2.106649088,0.360786081
1300,1,1,-0.841154727,-0.755097649,0.058709301
1300,1,1,-0.840728085,-0.36529513,0.058709301
1301,1,1,0.471151607,0.583012898,0.304590983
1301,1,1,-0.334565246,0.159229257,0.304590983
1302,0,1,0.647305303,0.065996008,-0.959760367
1302,1,1,-1.612797219,1.808665788,-0.959760367
1303,1,1,-0.695291299,-0.062893478,0.491287158
1303,1,1,-0.444589365,0.956729921,0.491287158
1304,0,1,-0.479740763,-1.012297829,-0.219770033
1304,0,1,0.220732031,-1.238932437,-0.219770033
1305,1,1,-0.895787683,1.296045829,0.230664814
1305,0,1,1.496910683,0.810592526,0.230664814
1306,0,1,2.440199139,-0.712622071,-0.710482511
1306,1,1,-0.557430083,0.501819957,-0.710482511
1307,1,1,0.152536354,0.761939095,0.715363536
1307,1,1,0.017481099,0.728964398,0.715363536
1308,1,1,0.271707533,0.357036253,-0.803529262
1308,1,1,-2.004798059,0.123483119,-0.803529262
1309,1,1,-1.766458923,-0.300897147,0.717514533
1309,1,1,0.086667984,-0.197041917,0.717514533
1310,0,1,2.267722538,-2.273386533,-1.019053807
1310,1,1,-0.439870086,1.481977674,-1.019053807
1311,1,1,-1.732795539,1.184861227,0.362622148
1311,1,1,-0.442995888,0.481401172,0.362622148
1312,0,1,0.51871653,0.238174074,-0.186740966
1312,1,1,-1.288487171,-1.516408002,-0.186740966
1313,0,1,1.183301561,1.066209933,-0.389739837
1313,1,1,-0.663033193,-0.336075759,-0.389739837
1314,0,1,0.514747354,-0.177967111,-0.019176385
1314,0,1,0.48934083,-0.268871772,-0.019176385
1315,1,1,-0.301707754,0.224887436,1.581796789
1315,1,1,-0.072308775,-0.582350901,1.581796789
1316,1,1,-1.343279051,-1.034581901,-0.05217059
1316,0,1,0.718847596,-1.515716083,-0.05217059
1317,1,1,-1.181945363,0.828044158,1.101444396
1317,1,1,1.636534658,-0.113890208,1.101444396
1318,1,1,-0.629740142,2.042806465,-0.658865967
1318,1,1,0.344874183,0.882612236,-0.658865967
1319,1,1,-0.791226508,-1.224921466,-0.292354287
1319,1,1,0.140582897,0.637914794,-0.292354287
1320,1,1,-0.461595071,-0.503957847,1.583822394
1320,1,1,0.461793413,-1.548444885,1.583822394
1321,1,1,-0.937771647,0.765263346,-0.276170341
1321,1,1,-0.883967995,-0.553181816,-0.276170341
1322,1,1,0.564839492,0.106099169,0.423823763
1322,1,1,1.811491565,0.205265543,0.423823763
1323,0,1,0.249098801,-0.615240813,-0.638099759
1323,1,1,-1.14480952,-1.57517821,-0.638099759
1324,1,1,-0.866272467,-1.153622144,1.151598067
1324,1,1,0.562278008,1.381097303,1.151598067
1325,0,1,1.143775939,-0.579512549,-0.172158767
1325,1,1,-1.529764169,0.608076425,-0.172158767
1326,1,1,-0.663058749,0.114809026,0.267561407
1326,1,1,2.361885456,0.435511143,0.267561407
1327,1,1,-0.006899167,0.154689078,0.41761334
1327,1,1,-1.606242787,-1.210477047,0.41761334
1328,1,1,-1.216016498,-0.441579802,-1.736960218
1328,1,1,1.722002557,1.340288399,-1.736960218
1329,1,1,-1.548156548,0.247525844,-0.053564988
1329,1,1,0.545990202,-1.461858183,-0.053564988
1330,1,1,0.856478404,-0.266366835,-0.30000284
1330,1,1,-1.340504267,-0.829624375,-0.30000284
1331,1,1,0.988643547,1.676292389,1.541488913
1331,1,1,0.011923644,-0.532397144,1.541488913
1332,1,1,-0.037094331,0.969992971,0.449655981
1332,1,1,-0.293257606,1.265151482,0.449655981
1333,0,1,0.594965084,0.476303939,-0.533547681
1333,0,1,0.766318054,-0.095130984,-0.533547681
1334,0,1,1.183480855,0.73239635,0.378272124
1334,1,1,0.101000265,0.023136898,0.378272124
1335,0,1,0.862822868,-0.160847528,-1.070907323
1335,0,1,0.30800533,0.053872235,-1.070907323
1336,1,1,-1.154660019,0.015532355,-0.201941655
1336,1,1,0.084027093,0.123255297,-0.201941655
1337,1,1,-1.850882603,0.586480054,-0.27597918
1337,1,1,-1.593251176,0.258236498,-0.27597918
1338,0,1,1.131140513,0.64119989,-1.287983181
1338,1,1,0.260914089,0.474431645,-1.287983181
1339,1,1,-0.968861244,-1.125639869,0.358524277
1339,1,1,0.978306315,-0.150008039,0.358524277
1340,0,1,1.510795166,-0.13641215,0.377579977
1340,1,1,-0.35697409,2.077601539,0.377579977
1341,1,1,-2.110056574,-0.517283175,-0.45666915
1341,1,1,-1.775484314,-1.064680659,-0.45666915
1342,0,1,0.455920656,0.761334892,-1.165407407
1342,0,1,-0.620901763,-0.47776026,-1.165407407
1343,1,1,-0.17522623,-0.737856065,0.359469199
1343,1,1,0.480712243,-1.026201998,0.359469199
1344,0,1,0.706807722,-2.192975981,1.512752048
1344,1,1,0.419362452,0.913589168,1.512752048
1345,1,1,0.411132772,2.479774197,0.059237893
1345,1,1,1.405297848,1.056903515,0.059237893
1346,0,1,2.217151206,-1.086279794,-1.014347195
1346,1,1,1.446196639,0.039234512,-1.014347195
1347,1,1,-1.266560668,1.350702752,-0.047348163
1347,1,1,-0.811092642,-0.09623435,-0.047348163
1348,1,1,-0.142988354,0.338298922,0.363045973
1348,1,1,-0.777708099,0.333245326,0.363045973
1349,0,1,0.976671646,-1.860223927,-0.826075962
1349,0,1,0.143459403,-0.808246695,-0.826075962
1350,0,1,-0.660979053,-0.722905818,-0.128630396
1350,0,1,0.381975019,-0.704382068,-0.128630396
1351,1,1,-1.312415676,1.975606463,1.300627465
1351,1,1,0.504003158,0.136406096,1.300627465
1352,1,1,0.165963866,2.071216109,-0.898992
1352,1,1,-1.084954582,0.906854822,-0.898992
1353,0,1,0.201886626,-0.020079737,0.511106947
1353,1,1,-1.634814574,0.375621213,0.511106947
1354,1,1,-0.450135808,0.053185811,-0.23976031
1354,1,1,0.060746279,1.372665069,-0.23976031
1355,0,1,0.295433857,0.332376033,0.627654208
1355,1,1,-0.249620583,-0.473632652,0.627654208
1356,0,1,0.567749273,-0.028205162,0.982604624
1356,1,1,-1.131330842,0.925044601,0.982604624
1357,1,1,-0.628121073,1.31776511,-1.955839438
1357,0,1,-0.943328131,-0.459776636,-1.955839438
1358,1,1,-0.048299672,-0.416603364,0.023434246
1358,1,1,1.151445904,0.062187163,0.023434246
1359,1,1,0.286854425,1.493190924,1.267796765
1359,1,1,0.802027263,0.740415258,1.267796765
1360,1,1,-1.662460251,-0.492055546,0.306178134
1360,1,1,-1.067846896,0.599447894,0.306178134
1361,1,1,-0.616038044,-0.033621494,0.748741301
1361,1,1,-0.172458312,1.17957185,0.748741301
1362,1,1,0.524110629,0.063338207,1.392064029
1362,1,1,0.830707705,-1.261797658,1.392064029
1363,1,1,0.027064595,1.195978788,-0.688296321
1363,1,1,-2.358008441,-1.186766726,-0.688296321
1364,1,1,-0.576182019,0.300598428,-0.322339065
1364,1,1,0.348835789,0.633678853,-0.322339065
1365,1,1,-0.116723447,0.386707141,0.550468778
1365,1,1,0.648143683,1.764781457,0.550468778
1366,1,1,-0.429667077,0.683508337,0.658872548
1366,1,1,0.796908954,0.67960021,0.658872548
1367,1,1,0.068281032,0.938304351,0.804806278
1367,1,1,-1.024940674,-0.309931494,0.804806278
1368,1,1,0.716298755,-0.361472928,-0.651471051
1368,0,1,1.696813862,0.318767509,-0.651471051
1369,1,1,-2.53389019,0.40357358,-0.46673281
1369,1,1,0.322834731,-0.401922733,-0.46673281
1370,0,1,-0.004255379,0.066926616,-1.353723286
1370,1,1,-0.668375915,-0.408245924,-1.353723286
1371,0,1,0.784446811,-1.607583546,0.092196337
1371,1,1,-0.964303834,0.074692462,0.092196337
1372,0,1,0.773134852,-0.204170914,-2.61243308
1372,0,1,-0.354526103,-1.013018767,-2.61243308
1373,0,1,-0.222887674,1.115724638,0.269554123
1373,0,1,-1.112014586,-0.720301925,0.269554123
1374,1,1,-0.463304042,-0.390137257,0.63716165
1374,1,1,-2.414228582,0.961605469,0.63716165
1375,1,1,-0.795596871,0.860367622,0.24834408
1375,1,1,-0.993357566,0.615808014,0.24834408
1376,0,1,1.082966487,0.489456606,0.460277305
1376,1,1,0.060307735,-0.050931505,0.460277305
1377,0,1,0.89835337,1.117040836,-0.370366645
1377,1,1,-1.890302562,1.68327646,-0.370366645
1378,1,1,1.440760345,-0.051996073,0.633016814
1378,1,1,-1.149966326,0.256630307,0.633016814
1379,0,1,1.002093613,0.78985828,-1.85670359
1379,0,1,0.196542664,0.147747676,-1.85670359
1380,1,1,-2.189830999,1.210623312,0.484005042
1380,1,1,-0.395116346,2.115603626,0.484005042
1381,0,1,0.924373223,-0.617570657,0.473516218
1381,0,1,1.364882749,-1.531290209,0.473516218
1382,1,1,0.766654696,1.497800339,0.22440236
1382,1,1,-0.66106906,0.487728796,0.22440236
1383,0,1,0.961041053,0.816654416,0.380425775
1383,1,1,-0.448168762,-0.458953444,0.380425775
1384,1,1,-1.167664767,-1.476434618,0.20183908
1384,1,1,0.088362857,1.413411244,0.20183908
1385,0,1,1.494138181,0.9946522,0.359031442
1385,1,1,1.730259444,1.228309712,0.359031442
1386,1,1,-1.652003767,-0.707201835,1.373002616
1386,1,1,-0.434032227,-1.085559234,1.373002616
1387,1,1,-0.976493833,0.394909812,-0.596084598
1387,0,1,0.643572015,0.524711982,-0.596084598
1388,1,1,-0.496980984,-0.791236993,-0.780243477
1388,1,1,-1.19389294,-0.332486306,-0.780243477
1389,1,1,0.498411366,0.684638312,0.65769382
1389,1,1,0.339568013,-0.224273325,0.65769382
1390,0,1,1.733502524,0.435800556,-1.32835543
1390,1,1,-0.43523407,-0.703020947,-1.32835543
1391,1,1,-0.443566644,0.527326344,1.781691919
1391,1,1,-0.845539304,0.927796169,1.781691919
1392,1,1,-0.472397842,1.979460353,-0.219641899
1392,1,1,-0.078919645,0.282622784,-0.219641899
1393,1,1,-0.026553276,-0.381424583,0.461751553
1393,1,1,-0.210879098,0.207893917,0.461751553
1394,0,1,0.31014239,-1.291616505,0.027335938
1394,1,1,1.289745487,1.128373467,0.027335938
1395,0,1,0.170271352,-0.395690849,-1.041345831
1395,0,1,-0.511914176,-0.048689853,-1.041345831
1396,1,1,-0.228791053,0.21507745,-0.631592559
1396,1,1,0.46566942,0.775977126,-0.631592559
1397,1,1,-0.478126905,0.746824315,-0.15322971
1397,1,1,-1.384996091,1.731062786,-0.15322971
1398,0,1,0.172290815,-0.492329051,-0.373983537
1398,1,1,-3.259063248,-0.903218064,-0.373983537
1399,1,1,-0.967940353,0.643782724,0.037516368
1399,1,1,-0.609321453,0.319248991,0.037516368
1400,0,1,0.300049004,-0.387007805,-0.410112512
1400,1,1,-0.158737484,0.080713959,-0.410112512
1401,1,1,-1.09396323,0.996888402,0.531398174
1401,1,1,-1.858427433,-0.331188861,0.531398174
1402,1,1,0.280795886,0.035719613,1.463657768
1402,1,1,-1.275962313,0.488512927,1.463657768
1403,1,1,-1.38696052,0.57310864,-1.308709441
1403,1,1,0.35293992,-1.565831168,-1.308709441
1404,1,1,-0.029981099,0.425748098,0.370956371
1404,1,1,-1.052158298,-1.703301709,0.370956371
1405,1,1,-1.161291292,-0.920153353,-0.661521579
1405,0,1,0.51135283,0.146326833,-0.661521579
1406,0,1,0.898695303,-1.467713401,-0.000205479
1406,1,1,-1.149910039,-2.73984281,-0.000205479
1407,0,1,1.236285521,1.402899668,0.806960318
1407,1,1,-0.03772602,0.561979551,0.806960318
1408,0,1,0.593377284,-0.273665105,0.497260383
1408,1,1,0.513492379,-0.596231316,0.497260383
1409,0,1,0.770362124,1.059665999,0.186429502
1409,1,1,-0.911903437,0.083193733,0.186429502
1410,0,1,0.174382244,-1.174809536,-0.946083538
1410,0,1,0.967219116,0.564812746,-0.946083538
1411,1,1,-2.05029423,1.325274598,0.728465813
1411,1,1,-0.555992791,1.10393579,0.728465813
1412,0,1,-0.51388931,0.017610459,-2.521300773
1412,0,1,-1.102653186,0.485728681,-2.521300773
1413,1,1,-0.338991131,-0.509718992,-0.049801913
1413,0,1,1.001827715,0.524862871,-0.049801913
1414,0,1,1.336667015,-0.985838583,0.678178355
1414,1,1,0.681694103,0.893613463,0.678178355
1415,1,1,0.017454451,0.080304792,0.90335146
1415,1,1,0.258667072,0.087334359,0.90335146
1416,1,1,-0.172137391,0.394621138,0.267472454
1416,1,1,-0.743351327,-0.654405785,0.267472454
1417,1,1,0.513241785,1.63942581,1.637845112
1417,1,1,-1.277034761,1.354177737,1.637845112
1418,0,1,1.174176378,0.551180372,-0.138872452
1418,1,1,-0.723239881,-0.368494176,-0.138872452
1419,1,1,-0.589124996,0.998112159,-1.997840952
1419,0,1,-1.218174642,0.098475057,-1.997840952
1420,0,1,0.075805298,-1.713382734,-1.51391141
1420,0,1,0.094637841,0.73354696,-1.51391141
1421,0,1,-0.942794065,1.47991384,-1.50686919
1421,0,1,-0.251721959,-3.038859002,-1.50686919
1422,0,1,0.250048609,-0.323857491,0.132927014
1422,0,1,1.259829143,-0.196766186,0.132927014
1423,1,1,-1.5082411,2.07698674,-0.335278418
1423,1,1,-0.042982805,-0.158836981,-0.335278418
1424,1,1,-0.080705364,0.394366897,1.256197357
1424,1,1,0.322584125,1.264242952,1.256197357
1425,1,1,-0.789498321,1.15763154,1.104872901
1425,1,1,1.039507575,-0.215695358,1.104872901
1426,0,1,0.517022327,-1.120096707,0.57358949
1426,1,1,-0.644984697,-1.473507755,0.57358949
1427,0,1,1.50659019,0.365164114,-0.728146025
1427,0,1,0.778710407,0.150452354,-0.728146025
1428,0,1,0.43131497,-2.052913518,0.690108302
1428,1,1,0.634764529,-0.540114203,0.690108302
1429,1,1,1.995639223,2.636446159,0.090493964
1429,1,1,-0.216167558,0.876244645,0.090493964
1430,0,1,0.74455226,1.929750424,-2.210054957
1430,0,1,-0.052243554,-0.624709375,-2.210054957
1431,1,1,-0.705891577,0.505233475,-1.53183297
1431,0,1,-0.082196809,0.016534186,-1.53183297
1432,1,1,-0.630612106,0.352129184,-1.085050692
1432,1,1,0.493702309,0.901011482,-1.085050692
1433,1,1,1.054630005,2.042600122,0.644115922
1433,1,1,-0.154427281,-1.64529957,0.644115922
1434,0,1,0.054340503,0.542952635,-0.905264409
1434,1,1,-0.742273381,0.524284482,-0.905264409
1435,1,1,0.711829644,0.961897195,-0.412004869
1435,0,1,-0.17729893,-0.023754591,-0.412004869
1436,1,1,-0.429597015,0.408667422,0.84368399
1436,1,1,0.031473914,-1.120061722,0.84368399
1437,1,1,-0.90828611,1.362942745,0.797071482
1437,1,1,-0.942466402,-0.246929787,0.797071482
1438,0,1,0.745525226,-0.807129652,0.60651572
1438,1,1,0.427256568,-1.467487053,0.60651572
1439,1,1,-0.882670984,-0.451950497,1.15196363
1439,1,1,1.124051273,0.934703561,1.15196363
1440,1,1,-0.903949238,-0.903306466,0.757629928
1440,1,1,0.175542496,-1.499119654,0.757629928
1441,1,1,0.014618388,-2.106400384,0.519140519
1441,1,1,0.02160531,0.941862453,0.519140519
1442,1,1,-0.816220343,-1.242972344,-0.277911371
1442,1,1,-1.124801305,1.077318662,-0.277911371
1443,0,1,0.377539877,-0.225966379,-0.095861995
1443,1,1,-0.874366685,-0.680219324,-0.095861995
1444,0,1,-0.416147846,0.423367363,-1.020267919
1444,0,1,-1.461815089,-1.417274389,-1.020267919
1445,0,1,-0.225091566,0.689837868,-0.892696936
1445,0,1,1.096473509,0.293411367,-0.892696936
1446,0,1,0.840424955,0.148282662,-1.382421008
1446,0,1,1.70044699,-0.135459379,-1.382421008
1447,1,1,0.053855808,1.802796027,1.157012365
1447,1,1,0.542312742,1.362506695,1.157012365
1448,0,1,2.621890871,-0.706556873,0.256981869
1448,1,1,-1.241120182,1.127469062,0.256981869
1449,0,1,0.850459044,-2.069840229,-0.462109341
1449,1,1,-1.709965551,1.048935575,-0.462109341
1450,0,1,0.64621923,0.903670435,-1.020452899
1450,0,1,0.914967432,-0.444901828,-1.020452899
1451,1,1,-0.770367249,0.783714648,0.43613807
1451,1,1,0.073343999,0.339433026,0.43613807
1452,1,1,0.133265168,-0.954413881,0.992583584
1452,1,1,-0.123675908,-0.14011927,0.992583584
1453,0,1,0.6266358,0.11260666,-1.378963905
1453,0,1,1.369426663,0.150949047,-1.378963905
1454,0,1,1.206836978,1.012766005,-0.977526812
1454,0,1,0.700919977,0.399695124,-0.977526812
1455,0,1,-0.066562601,0.533712813,-1.730393536
1455,0,1,1.213817257,-0.614898538,-1.730393536
1456,0,1,0.479203904,-0.347644023,-0.470426486
1456,1,1,-2.73567314,-0.688307604,-0.470426486
1457,0,1,-0.693139568,-1.931676151,1.184023484
1457,1,1,1.301728842,0.198303455,1.184023484
1458,1,1,-1.551330952,0.352127054,1.467090063
1458,1,1,-0.852088633,-0.584429778,1.467090063
1459,1,1,-0.038017972,0.061222516,-0.772655154
1459,1,1,0.541920375,-0.081559381,-0.772655154
1460,0,1,0.283083655,-1.077043626,-1.221327846
1460,0,1,1.078156955,0.224719344,-1.221327846
1461,1,1,-2.192306438,-0.762526447,0.600087771
1461,1,1,-0.950873111,-0.224169402,0.600087771
1462,1,1,-1.602110765,0.456139745,-1.230431046
1462,1,1,-1.697838782,0.504079299,-1.230431046
1463,0,1,0.016965475,0.54182685,-2.218848012
1463,0,1,0.999626962,-0.260750096,-2.218848012
1464,1,1,-0.428219287,-1.007024153,-1.226068767
1464,1,1,-0.737669959,0.420515167,-1.226068767
1465,0,1,0.425318037,1.636547479,-1.647239494
1465,0,1,-0.11821798,0.075228012,-1.647239494
